i,j,t
0,116,199208
0,81,199208
0,47,199208
0,124,199208
0,149,199208
0,5,199208
0,36,199208
0,28,199208
0,1,199208
0,107,199208
0,110,199208
0,176,199208
0,52,199208
0,40,199208
0,213,199208
0,22,199208
0,142,199208
0,16,199208
0,9,199208
0,20,199208
0,64,199208
0,169,199208
0,96,199208
0,32,199208
0,242,199208
0,14,199208
0,93,199208
0,21,199208
0,78,199208
0,237,199208
0,165,199208
0,29,199208
0,13,199208
0,55,199208
0,77,199208
0,155,199208
0,154,199208
0,26,199208
0,6,199208
0,51,199208
0,19,199208
0,54,199208
0,83,199208
0,23,199208
0,129,199208
0,27,199208
0,117,199208
0,60,199208
0,115,199208
0,72,199208
0,17,199208
0,4,199208
0,99,199208
0,2,199208
0,10,199208
0,85,199208
0,31,199208
0,135,199208
0,108,199208
0,59,199208
0,11,199208
0,97,199208
0,136,199208
0,80,199208
0,46,199208
0,274,199208
0,35,199208
0,146,199208
0,160,199208
0,137,199208
0,25,199208
0,92,199208
1,47,199208
1,274,199208
1,32,199208
1,124,199208
1,12,199208
1,48,199208
1,64,199208
1,120,199208
1,93,199208
1,6,199208
1,60,199208
1,72,199208
1,278,199208
1,27,199208
1,25,199208
1,248,199208
1,35,199208
1,55,199208
1,134,199208
1,29,199208
1,99,199208
1,110,199208
1,97,199208
1,40,199208
1,83,199208
1,13,199208
1,22,199208
1,156,199208
1,108,199208
1,16,199208
1,51,199208
1,150,199208
1,132,199208
1,30,199208
1,14,199208
1,126,199208
1,26,199208
1,69,199208
1,107,199208
1,102,199208
1,183,199208
1,20,199208
1,54,199208
1,0,199208
1,19,199208
1,28,199208
1,81,199208
1,10,199208
1,149,199208
1,80,199208
1,77,199208
1,187,199208
1,116,199208
1,213,199208
1,160,199208
1,37,199208
1,115,199208
1,130,199208
1,163,199208
1,59,199208
1,31,199208
1,21,199208
1,135,199208
1,209,199208
1,154,199208
1,18,199208
1,2,199208
1,9,199208
1,34,199208
1,11,199208
1,46,199208
1,53,199208
1,146,199208
1,137,199208
1,85,199208
1,133,199208
1,92,199208
1,136,199208
1,121,199208
1,17,199208
1,112,199208
1,89,199208
1,4,199208
1,165,199208
1,5,199208
1,113,199208
1,23,199208
1,96,199208
2,96,199208
2,116,199208
2,133,199208
2,47,199208
2,187,199208
2,32,199208
2,64,199208
2,25,199208
2,77,199208
2,115,199208
2,124,199208
2,21,199208
2,154,199208
2,0,199208
2,196,199208
2,157,199208
2,334,199208
2,82,199208
2,155,199208
2,85,199208
2,65,199208
2,112,199208
2,18,199208
2,110,199208
2,36,199208
2,102,199208
2,10,199208
2,120,199208
2,142,199208
2,180,199208
2,9,199208
2,126,199208
2,23,199208
2,51,199208
2,6,199208
2,53,199208
2,107,199208
2,4,199208
2,248,199208
2,146,199208
2,26,199208
2,143,199208
2,19,199208
2,99,199208
2,27,199208
2,35,199208
2,149,199208
2,20,199208
2,17,199208
2,72,199208
2,92,199208
2,80,199208
2,5,199208
2,16,199208
2,31,199208
2,59,199208
2,28,199208
2,135,199208
2,40,199208
2,46,199208
2,11,199208
2,93,199208
2,1,199208
2,136,199208
2,29,199208
2,160,199208
2,165,199208
2,97,199208
2,137,199208
2,274,199208
3,300,199208
3,311,199208
3,4,199208
4,27,199208
4,19,199208
4,138,199208
4,741,199208
4,185,199208
4,99,199208
4,94,199208
4,133,199208
4,124,199208
4,136,199208
4,35,199208
4,236,199208
4,38,199208
4,186,199208
4,16,199208
4,81,199208
4,126,199208
4,268,199208
4,0,199208
4,142,199208
4,25,199208
4,52,199208
4,123,199208
4,176,199208
4,1,199208
4,14,199208
4,24,199208
4,215,199208
4,26,199208
4,28,199208
4,10,199208
4,2,199208
4,180,199208
4,137,199208
4,305,199208
4,85,199208
4,102,199208
4,17,199208
4,592,199208
4,32,199208
4,196,199208
4,76,199208
4,128,199208
4,83,199208
4,64,199208
4,525,199208
4,18,199208
4,3,199208
4,214,199208
4,633,199208
4,154,199208
4,248,199208
4,223,199208
4,60,199208
4,23,199208
4,13,199208
4,306,199208
4,30,199208
4,108,199208
4,164,199208
4,6,199208
4,110,199208
4,51,199208
4,213,199208
4,77,199208
4,109,199208
4,300,199208
4,33,199208
4,177,199208
4,50,199208
4,184,199208
4,317,199208
4,222,199208
4,301,199208
4,107,199208
4,183,199208
4,843,199208
4,22,199208
4,127,199208
4,54,199208
4,69,199208
4,311,199208
4,121,199208
4,59,199208
4,46,199208
4,89,199208
4,20,199208
4,5,199208
4,427,199208
4,40,199208
4,112,199208
4,21,199208
4,113,199208
4,160,199208
4,146,199208
4,97,199208
4,11,199208
4,29,199208
5,80,199208
5,31,199208
5,274,199208
5,93,199208
5,115,199208
5,9,199208
5,28,199208
5,20,199208
5,11,199208
5,154,199208
5,23,199208
5,113,199208
5,120,199208
5,342,199208
5,156,199208
5,248,199208
5,174,199208
5,72,199208
5,76,199208
5,108,199208
5,152,199208
5,15,199208
5,136,199208
5,34,199208
5,125,199208
5,53,199208
5,149,199208
5,116,199208
5,19,199208
5,97,199208
5,187,199208
5,81,199208
5,124,199208
5,14,199208
5,25,199208
5,2,199208
5,85,199208
5,165,199208
5,27,199208
5,22,199208
5,135,199208
5,69,199208
5,150,199208
5,92,199208
5,51,199208
5,96,199208
5,121,199208
5,10,199208
5,18,199208
5,137,199208
5,4,199208
5,1,199208
5,107,199208
5,17,199208
5,29,199208
5,133,199208
6,180,199208
6,39,199208
6,59,199208
6,35,199208
6,29,199208
6,154,199208
6,77,199208
6,27,199208
6,165,199208
6,173,199208
6,43,199208
6,48,199208
6,16,199208
6,1,199208
6,108,199208
6,19,199208
6,181,199208
6,60,199208
6,146,199208
6,136,199208
6,129,199208
6,10,199208
6,53,199208
6,54,199208
6,20,199208
6,110,199208
6,18,199208
6,22,199208
6,137,199208
6,243,199208
6,172,199208
6,112,199208
6,194,199208
6,64,199208
6,133,199208
6,57,199208
6,124,199208
6,188,199208
6,9,199208
6,0,199208
6,342,199208
6,28,199208
6,32,199208
6,69,199208
6,113,199208
6,97,199208
6,4,199208
6,85,199208
6,92,199208
6,139,199208
6,12,199208
6,36,199208
6,96,199208
6,89,199208
6,106,199208
6,156,199208
6,17,199208
6,11,199208
6,13,199208
6,155,199208
6,78,199208
6,2,199208
6,52,199208
6,102,199208
6,320,199208
6,51,199208
6,55,199208
6,217,199208
6,14,199208
6,126,199208
6,81,199208
6,24,199208
6,117,199208
6,120,199208
6,83,199208
6,38,199208
6,82,199208
6,76,199208
6,94,199208
6,40,199208
6,142,199208
6,134,199208
6,160,199208
6,100,199208
6,31,199208
6,46,199208
6,99,199208
6,25,199208
7,29,199208
7,323,199208
7,92,199208
7,243,199208
7,136,199208
7,10,199208
7,90,199208
7,8,199208
7,770,199208
7,20,199208
7,17,199208
7,89,199208
7,137,199208
8,90,199208
8,64,199208
8,7,199208
8,243,199208
8,17,199208
8,89,199208
8,20,199208
9,96,199208
9,85,199208
9,80,199208
9,31,199208
9,16,199208
9,81,199208
9,25,199208
9,10,199208
9,124,199208
9,5,199208
9,204,199208
9,28,199208
9,27,199208
9,13,199208
9,159,199208
9,24,199208
9,100,199208
9,195,199208
9,93,199208
9,60,199208
9,126,199208
9,77,199208
9,181,199208
9,101,199208
9,116,199208
9,152,199208
9,117,199208
9,47,199208
9,48,199208
9,52,199208
9,107,199208
9,11,199208
9,20,199208
9,183,199208
9,40,199208
9,38,199208
9,115,199208
9,150,199208
9,97,199208
9,26,199208
9,59,199208
9,248,199208
9,6,199208
9,32,199208
9,187,199208
9,149,199208
9,72,199208
9,23,199208
9,165,199208
9,0,199208
9,146,199208
9,17,199208
9,2,199208
9,135,199208
9,29,199208
9,1,199208
9,154,199208
9,92,199208
9,160,199208
9,136,199208
9,137,199208
9,274,199208
10,116,199208
10,31,199208
10,47,199208
10,274,199208
10,187,199208
10,32,199208
10,70,199208
10,27,199208
10,12,199208
10,20,199208
10,19,199208
10,2,199208
10,13,199208
10,97,199208
10,107,199208
10,83,199208
10,72,199208
10,154,199208
10,85,199208
10,38,199208
10,60,199208
10,131,199208
10,117,199208
10,6,199208
10,99,199208
10,29,199208
10,105,199208
10,100,199208
10,184,199208
10,77,199208
10,150,199208
10,34,199208
10,40,199208
10,16,199208
10,14,199208
10,36,199208
10,0,199208
10,69,199208
10,108,199208
10,18,199208
10,137,199208
10,17,199208
10,21,199208
10,26,199208
10,1,199208
10,51,199208
10,46,199208
10,9,199208
10,132,199208
10,135,199208
10,149,199208
10,53,199208
10,4,199208
10,11,199208
10,96,199208
10,59,199208
10,89,199208
10,54,199208
10,136,199208
10,22,199208
10,25,199208
10,133,199208
10,160,199208
10,92,199208
10,81,199208
10,5,199208
10,113,199208
10,146,199208
10,165,199208
10,112,199208
10,23,199208
10,28,199208
11,16,199208
11,6,199208
11,150,199208
11,89,199208
11,12,199208
11,52,199208
11,51,199208
11,227,199208
11,54,199208
11,99,199208
11,143,199208
11,4,199208
11,5,199208
11,64,199208
11,113,199208
11,0,199208
11,81,199208
11,120,199208
11,9,199208
11,124,199208
11,160,199208
11,181,199208
11,142,199208
11,2,199208
11,24,199208
11,46,199208
11,38,199208
11,137,199208
11,23,199208
11,48,199208
11,26,199208
11,27,199208
11,60,199208
11,33,199208
11,17,199208
11,97,199208
11,7,199208
11,83,199208
11,183,199208
11,169,199208
11,105,199208
11,268,199208
11,165,199208
11,122,199208
11,59,199208
11,238,199208
11,85,199208
11,61,199208
11,136,199208
11,10,199208
11,147,199208
11,22,199208
11,133,199208
11,19,199208
11,88,199208
11,111,199208
11,25,199208
11,1,199208
11,72,199208
11,53,199208
11,154,199208
11,20,199208
11,177,199208
11,86,199208
11,29,199208
11,84,199208
11,164,199208
11,18,199208
11,96,199208
11,107,199208
11,223,199208
11,69,199208
11,13,199208
11,30,199208
11,112,199208
11,110,199208
11,28,199208
11,21,199208
11,146,199208
12,13,199208
12,15,199208
12,132,199208
12,32,199208
12,6,199208
12,64,199208
12,59,199208
12,17,199208
12,26,199208
12,29,199208
12,38,199208
12,51,199208
12,4,199208
12,11,199208
12,126,199208
12,55,199208
12,139,199208
12,24,199208
12,16,199208
12,285,199208
12,208,199208
12,101,199208
12,5,199208
12,77,199208
12,93,199208
12,45,199208
12,31,199208
12,165,199208
12,23,199208
12,108,199208
12,70,199208
12,125,199208
12,96,199208
12,97,199208
12,46,199208
12,30,199208
12,27,199208
12,21,199208
12,177,199208
12,248,199208
12,14,199208
12,99,199208
12,112,199208
12,83,199208
12,10,199208
12,160,199208
12,25,199208
12,40,199208
12,1,199208
12,154,199208
12,136,199208
12,137,199208
12,18,199208
13,97,199208
13,6,199208
13,196,199208
13,59,199208
13,102,199208
13,22,199208
13,23,199208
13,173,199208
13,48,199208
13,108,199208
13,160,199208
13,1,199208
13,213,199208
13,172,199208
13,93,199208
13,94,199208
13,47,199208
13,137,199208
13,106,199208
13,12,199208
13,110,199208
13,10,199208
13,64,199208
13,139,199208
13,142,199208
13,27,199208
13,0,199208
13,136,199208
13,89,199208
13,28,199208
13,233,199208
13,36,199208
13,60,199208
13,100,199208
13,26,199208
13,51,199208
13,107,199208
13,35,199208
13,113,199208
13,58,199208
13,85,199208
13,362,199208
13,53,199208
13,4,199208
13,39,199208
13,146,199208
13,29,199208
13,154,199208
13,82,199208
13,52,199208
13,20,199208
13,78,199208
13,17,199208
13,19,199208
13,293,199208
13,117,199208
13,129,199208
13,99,199208
13,45,199208
13,76,199208
13,120,199208
13,155,199208
13,126,199208
13,283,199208
13,83,199208
13,24,199208
13,180,199208
13,289,199208
13,38,199208
13,313,199208
13,208,199208
13,81,199208
13,54,199208
13,16,199208
13,119,199208
13,55,199208
13,134,199208
13,178,199208
13,14,199208
13,77,199208
13,114,199208
13,297,199208
13,112,199208
13,11,199208
13,31,199208
13,25,199208
13,46,199208
13,40,199208
13,18,199208
13,32,199208
14,6,199208
14,64,199208
14,19,199208
14,108,199208
14,96,199208
14,97,199208
14,60,199208
14,18,199208
14,173,199208
14,188,199208
14,154,199208
14,242,199208
14,80,199208
14,104,199208
14,81,199208
14,142,199208
14,85,199208
14,58,199208
14,17,199208
14,5,199208
