i,j,t
0,137,200201
0,157,200201
0,118,200201
0,155,200201
0,32,200201
0,121,200201
0,124,200201
0,85,200201
0,142,200201
0,17,200201
0,133,200201
0,77,200201
0,136,200201
0,1,200201
0,120,200201
0,96,200201
0,25,200201
0,18,200201
0,23,200201
0,30,200201
0,16,200201
0,4,200201
0,183,200201
0,117,200201
0,13,200201
0,64,200201
0,51,200201
0,113,200201
0,29,200201
0,27,200201
0,265,200201
0,19,200201
0,28,200201
0,149,200201
0,652,200201
0,132,200201
0,6,200201
0,116,200201
0,52,200201
0,36,200201
0,180,200201
0,11,200201
0,112,200201
0,72,200201
0,102,200201
0,119,200201
0,2,200201
0,193,200201
0,21,200201
0,54,200201
0,165,200201
0,14,200201
0,143,200201
0,5,200201
0,20,200201
0,100,200201
0,26,200201
0,10,200201
0,135,200201
0,59,200201
0,99,200201
0,40,200201
0,48,200201
0,31,200201
0,80,200201
0,160,200201
0,97,200201
0,35,200201
0,146,200201
0,60,200201
0,108,200201
0,154,200201
0,46,200201
0,274,200201
0,92,200201
1,96,200201
1,137,200201
1,48,200201
1,77,200201
1,10,200201
1,60,200201
1,35,200201
1,5,200201
1,23,200201
1,29,200201
1,143,200201
1,20,200201
1,112,200201
1,129,200201
1,85,200201
1,54,200201
1,19,200201
1,52,200201
1,108,200201
1,2,200201
1,97,200201
1,0,200201
1,6,200201
1,13,200201
1,26,200201
1,17,200201
1,99,200201
1,14,200201
1,18,200201
1,83,200201
1,132,200201
1,261,200201
1,107,200201
1,32,200201
1,155,200201
1,64,200201
1,34,200201
1,136,200201
1,102,200201
1,53,200201
1,38,200201
1,28,200201
1,16,200201
1,69,200201
1,4,200201
1,33,200201
1,22,200201
1,157,200201
1,116,200201
1,7,200201
1,89,200201
1,100,200201
1,115,200201
1,183,200201
1,80,200201
1,81,200201
1,124,200201
1,142,200201
1,119,200201
1,59,200201
1,12,200201
1,160,200201
1,121,200201
1,154,200201
1,72,200201
1,31,200201
1,51,200201
1,46,200201
1,9,200201
1,27,200201
1,133,200201
1,165,200201
1,113,200201
1,135,200201
1,40,200201
1,146,200201
1,92,200201
1,21,200201
1,11,200201
1,25,200201
2,81,200201
2,99,200201
2,137,200201
2,165,200201
2,48,200201
2,93,200201
2,27,200201
2,138,200201
2,143,200201
2,180,200201
2,371,200201
2,195,200201
2,22,200201
2,161,200201
2,19,200201
2,29,200201
2,107,200201
2,20,200201
2,11,200201
2,13,200201
2,208,200201
2,153,200201
2,14,200201
2,10,200201
2,21,200201
2,113,200201
2,307,200201
2,97,200201
2,18,200201
2,154,200201
2,77,200201
2,120,200201
