i,j,t
0,271,200209
0,30,200209
0,326,200209
0,137,200209
0,25,200209
0,157,200209
0,10,200209
0,118,200209
0,250,200209
0,9,200209
0,143,200209
0,112,200209
0,11,200209
0,165,200209
0,146,200209
0,134,200209
0,99,200209
0,117,200209
0,6,200209
0,29,200209
0,13,200209
0,40,200209
0,72,200209
0,85,200209
0,142,200209
0,54,200209
0,96,200209
0,115,200209
0,28,200209
0,183,200209
0,83,200209
0,32,200209
0,27,200209
0,51,200209
0,136,200209
0,64,200209
0,77,200209
0,2,200209
0,4,200209
0,164,200209
0,17,200209
0,110,200209
0,149,200209
0,22,200209
0,120,200209
0,129,200209
0,102,200209
0,163,200209
0,116,200209
0,45,200209
0,173,200209
0,160,200209
0,65,200209
0,131,200209
0,1,200209
0,135,200209
0,52,200209
0,26,200209
0,21,200209
0,119,200209
0,36,200209
0,23,200209
0,16,200209
0,5,200209
0,20,200209
0,100,200209
0,14,200209
0,18,200209
0,59,200209
0,48,200209
0,19,200209
0,35,200209
0,31,200209
0,97,200209
0,80,200209
0,60,200209
0,108,200209
0,154,200209
0,46,200209
0,274,200209
0,92,200209
1,96,200209
1,47,200209
1,137,200209
1,6,200209
1,48,200209
1,61,200209
1,93,200209
1,10,200209
1,35,200209
1,23,200209
1,139,200209
1,143,200209
1,129,200209
1,175,200209
1,85,200209
1,97,200209
1,32,200209
1,184,200209
1,33,200209
1,19,200209
1,24,200209
1,26,200209
1,108,200209
1,25,200209
1,155,200209
1,36,200209
1,52,200209
1,72,200209
1,51,200209
1,12,200209
1,2,200209
1,13,200209
1,27,200209
1,135,200209
1,99,200209
1,64,200209
1,117,200209
1,53,200209
1,14,200209
1,18,200209
1,77,200209
1,28,200209
1,154,200209
1,102,200209
1,120,200209
1,0,200209
1,83,200209
1,336,200209
1,69,200209
1,266,200209
1,346,200209
1,4,200209
1,54,200209
1,22,200209
1,110,200209
1,149,200209
1,16,200209
1,7,200209
1,116,200209
1,157,200209
1,89,200209
1,113,200209
1,100,200209
1,115,200209
1,183,200209
1,81,200209
1,80,200209
1,124,200209
1,60,200209
1,119,200209
1,160,200209
1,142,200209
1,112,200209
1,59,200209
1,132,200209
1,46,200209
1,17,200209
1,107,200209
1,31,200209
1,9,200209
1,136,200209
1,121,200209
1,40,200209
1,146,200209
1,92,200209
1,165,200209
1,133,200209
1,11,200209
1,21,200209
1,20,200209
1,29,200209
1,5,200209
2,46,200209
2,137,200209
2,165,200209
2,93,200209
2,25,200209
2,138,200209
2,143,200209
2,113,200209
2,282,200209
2,13,200209
2,97,200209
2,20,200209
2,208,200209
2,29,200209
2,112,200209
2,96,200209
