i,j,t
0,512,200108
0,14,200108
0,53,200108
0,137,200108
0,25,200108
0,77,200108
0,157,200108
0,118,200108
0,124,200108
0,27,200108
0,161,200108
0,5,200108
0,1,200108
0,28,200108
0,143,200108
0,188,200108
0,72,200108
0,149,200108
0,11,200108
0,64,200108
0,9,200108
0,32,200108
0,81,200108
0,23,200108
0,83,200108
0,170,200108
0,142,200108
0,6,200108
0,135,200108
0,29,200108
0,22,200108
0,51,200108
0,133,200108
0,112,200108
0,36,200108
0,4,200108
0,115,200108
0,54,200108
0,16,200108
0,156,200108
0,136,200108
0,65,200108
0,52,200108
0,20,200108
0,21,200108
0,2,200108
0,26,200108
0,119,200108
0,165,200108
0,10,200108
0,102,200108
0,13,200108
0,85,200108
0,96,200108
0,100,200108
0,17,200108
0,99,200108
0,18,200108
0,48,200108
0,40,200108
0,19,200108
0,59,200108
0,35,200108
0,31,200108
0,97,200108
0,146,200108
0,160,200108
0,80,200108
0,108,200108
0,60,200108
0,154,200108
0,46,200108
0,274,200108
0,92,200108
1,96,200108
1,247,200108
1,53,200108
1,274,200108
1,24,200108
1,137,200108
1,132,200108
1,165,200108
1,64,200108
1,10,200108
1,176,200108
1,54,200108
1,18,200108
1,23,200108
1,40,200108
1,143,200108
1,22,200108
1,83,200108
1,5,200108
1,99,200108
1,161,200108
1,45,200108
1,155,200108
1,117,200108
1,135,200108
1,4,200108
1,60,200108
1,126,200108
1,154,200108
1,35,200108
1,102,200108
1,100,200108
1,120,200108
1,29,200108
1,2,200108
1,183,200108
1,11,200108
1,139,200108
1,26,200108
1,52,200108
1,36,200108
1,14,200108
1,13,200108
1,69,200108
1,112,200108
1,48,200108
1,16,200108
1,51,200108
1,81,200108
1,157,200108
1,7,200108
1,110,200108
1,116,200108
1,89,200108
1,115,200108
1,32,200108
1,80,200108
1,124,200108
1,59,200108
1,119,200108
1,160,200108
1,77,200108
1,108,200108
1,12,200108
1,0,200108
1,142,200108
1,34,200108
1,46,200108
1,31,200108
1,17,200108
1,72,200108
1,27,200108
1,107,200108
1,113,200108
1,19,200108
1,9,200108
1,136,200108
1,146,200108
1,121,200108
1,85,200108
1,6,200108
1,92,200108
1,20,200108
1,133,200108
1,21,200108
1,97,200108
1,25,200108
1,28,200108
2,110,200108
2,97,200108
2,14,200108
2,53,200108
2,137,200108
2,32,200108
2,165,200108
2,93,200108
2,25,200108
2,77,200108
2,27,200108
2,161,200108
2,19,200108
2,138,200108
2,143,200108
2,96,200108
2,99,200108
2,142,200108
2,40,200108
2,132,200108
2,117,200108
2,46,200108
2,6,200108
2,107,200108
2,113,200108
2,85,200108
2,16,200108
2,18,200108
2,28,200108
2,13,200108
2,83,200108
2,80,200108
2,248,200108
2,183,200108
2,61,200108
2,59,200108
2,22,200108
2,129,200108
2,52,200108
2,149,200108
2,1,200108
2,29,200108
2,21,200108
2,100,200108
2,31,200108
2,17,200108
2,155,200108
2,112,200108
2,60,200108
2,36,200108
2,72,200108
2,54,200108
2,48,200108
2,124,200108
2,23,200108
2,5,200108
2,135,200108
2,108,200108
2,0,200108
2,11,200108
2,146,200108
2,160,200108
2,136,200108
2,10,200108
2,154,200108
2,92,200108
2,274,200108
3,712,200108
3,483,200108
3,154,200108
3,237,200108
4,110,200108
4,85,200108
4,247,200108
4,13,200108
4,15,200108
4,166,200108
4,136,200108
4,137,200108
4,77,200108
4,10,200108
4,27,200108
4,60,200108
4,18,200108
4,5,200108
4,12,200108
4,51,200108
4,1,200108
4,138,200108
4,20,200108
4,11,200108
4,126,200108
4,30,200108
4,29,200108
4,102,200108
4,164,200108
4,161,200108
4,131,200108
4,80,200108
4,142,200108
4,32,200108
4,165,200108
4,96,200108
4,35,200108
4,81,200108
4,154,200108
4,59,200108
4,305,200108
4,248,200108
4,185,200108
4,149,200108
4,25,200108
4,9,200108
4,48,200108
4,6,200108
4,83,200108
4,26,200108
4,17,200108
4,99,200108
4,0,200108
4,22,200108
4,19,200108
4,108,200108
4,215,200108
4,189,200108
4,741,200108
4,100,200108
4,128,200108
4,135,200108
4,592,200108
4,761,200108
4,866,200108
4,28,200108
4,306,200108
4,633,200108
4,133,200108
4,23,200108
4,196,200108
4,54,200108
4,14,200108
4,238,200108
4,213,200108
4,268,200108
4,88,200108
4,92,200108
4,843,200108
4,84,200108
4,301,200108
4,300,200108
4,317,200108
4,184,200108
4,31,200108
4,16,200108
4,214,200108
4,86,200108
4,33,200108
4,50,200108
4,311,200108
4,150,200108
4,223,200108
4,177,200108
4,113,200108
4,127,200108
4,222,200108
4,112,200108
4,107,200108
4,183,200108
4,146,200108
4,427,200108
4,160,200108
4,21,200108
4,89,200108
4,46,200108
4,69,200108
4,64,200108
4,109,200108
4,40,200108
4,97,200108
5,183,200108
5,39,200108
5,136,200108
5,137,200108
5,132,200108
5,23,200108
5,19,200108
5,138,200108
5,143,200108
5,20,200108
5,154,200108
5,22,200108
5,176,200108
5,14,200108
5,2,200108
5,101,200108
5,165,200108
5,15,200108
5,38,200108
5,25,200108
5,83,200108
5,34,200108
5,26,200108
5,69,200108
5,31,200108
5,116,200108
5,85,200108
5,12,200108
5,18,200108
5,52,200108
5,11,200108
5,1,200108
5,48,200108
5,72,200108
5,99,200108
5,0,200108
5,119,200108
5,81,200108
5,77,200108
5,157,200108
5,9,200108
5,149,200108
5,16,200108
5,10,200108
5,80,200108
5,102,200108
5,135,200108
5,8,200108
5,92,200108
5,7,200108
5,89,200108
5,32,200108
5,27,200108
5,6,200108
5,96,200108
5,97,200108
5,17,200108
5,59,200108
5,51,200108
5,113,200108
5,107,200108
5,29,200108
5,4,200108
5,133,200108
5,28,200108
6,110,200108
6,85,200108
6,326,200108
6,39,200108
6,53,200108
6,25,200108
6,137,200108
6,132,200108
6,77,200108
6,59,200108
6,335,200108
6,121,200108
6,54,200108
6,23,200108
6,19,200108
6,138,200108
6,2,200108
6,143,200108
6,102,200108
6,98,200108
6,16,200108
6,181,200108
6,72,200108
6,29,200108
6,27,200108
6,1,200108
6,31,200108
6,69,200108
6,101,200108
6,100,200108
6,57,200108
6,83,200108
6,51,200108
6,112,200108
6,4,200108
6,38,200108
6,113,200108
6,12,200108
6,86,200108
6,136,200108
6,320,200108
6,0,200108
6,20,200108
6,165,200108
6,28,200108
6,17,200108
6,10,200108
6,22,200108
6,35,200108
6,78,200108
6,81,200108
6,48,200108
6,45,200108
6,96,200108
6,99,200108
6,135,200108
6,120,200108
6,108,200108
6,146,200108
6,40,200108
6,142,200108
6,126,200108
6,154,200108
6,117,200108
6,155,200108
6,80,200108
6,24,200108
6,160,200108
6,237,200108
6,194,200108
6,76,200108
6,134,200108
6,46,200108
6,13,200108
6,11,200108
6,172,200108
6,349,200108
6,106,200108
6,94,200108
6,14,200108
6,297,200108
6,82,200108
6,139,200108
6,180,200108
6,52,200108
6,64,200108
6,55,200108
6,36,200108
6,5,200108
6,89,200108
6,60,200108
6,18,200108
6,97,200108
6,32,200108
6,129,200108
7,23,200108
7,138,200108
7,28,200108
7,10,200108
7,89,200108
7,64,200108
7,135,200108
7,90,200108
7,29,200108
7,8,200108
7,1,200108
7,243,200108
7,97,200108
7,113,200108
7,5,200108
7,112,200108
7,154,200108
7,17,200108
7,137,200108
7,20,200108
8,7,200108
8,23,200108
8,90,200108
8,89,200108
8,10,200108
8,29,200108
8,243,200108
8,17,200108
8,154,200108
8,5,200108
8,20,200108
9,336,200108
9,137,200108
9,27,200108
9,163,200108
9,159,200108
9,2,200108
9,143,200108
9,108,200108
9,46,200108
9,116,200108
9,85,200108
9,142,200108
9,19,200108
9,160,200108
9,126,200108
9,93,200108
9,48,200108
9,18,200108
9,35,200108
9,99,200108
9,77,200108
9,133,200108
9,248,200108
9,183,200108
9,28,200108
9,52,200108
9,14,200108
9,25,200108
9,5,200108
9,72,200108
9,32,200108
9,112,200108
9,10,200108
9,17,200108
9,31,200108
9,96,200108
9,135,200108
9,146,200108
9,29,200108
9,154,200108
