i,j,t
0,80,201610
0,124,201610
0,143,201610
0,160,201610
0,269,201610
0,1194,201610
0,31,201610
0,79,201610
0,48,201610
0,19,201610
0,133,201610
0,117,201610
0,96,201610
0,176,201610
0,931,201610
0,180,201610
0,16,201610
0,113,201610
0,100,201610
0,40,201610
0,14,201610
0,77,201610
0,32,201610
0,1088,201610
0,13,201610
0,6,201610
0,102,201610
0,17,201610
0,155,201610
0,52,201610
0,18,201610
0,9,201610
0,97,201610
0,136,201610
0,1,201610
0,2,201610
0,12,201610
0,11,201610
0,188,201610
0,107,201610
0,25,201610
0,183,201610
0,69,201610
0,116,201610
0,110,201610
0,21,201610
0,29,201610
0,134,201610
0,72,201610
0,64,201610
0,274,201610
0,149,201610
0,4,201610
0,28,201610
0,27,201610
0,83,201610
0,120,201610
0,24,201610
0,35,201610
0,58,201610
0,112,201610
0,46,201610
0,23,201610
0,5,201610
0,54,201610
0,266,201610
0,375,201610
0,99,201610
0,146,201610
0,60,201610
0,26,201610
0,20,201610
0,137,201610
0,10,201610
0,59,201610
0,154,201610
0,85,201610
0,108,201610
0,135,201610
0,92,201610
1,96,201610
1,23,201610
1,143,201610
1,433,201610
1,52,201610
1,79,201610
1,137,201610
1,209,201610
1,784,201610
1,1236,201610
1,1340,201610
1,146,201610
1,28,201610
1,552,201610
1,77,201610
1,17,201610
1,27,201610
1,160,201610
1,5,201610
1,40,201610
1,36,201610
1,51,201610
1,361,201610
1,299,201610
1,345,201610
1,100,201610
1,117,201610
1,2,201610
1,10,201610
1,121,201610
1,113,201610
1,9,201610
1,197,201610
1,136,201610
1,21,201610
1,135,201610
1,4,201610
1,75,201610
1,142,201610
1,139,201610
1,48,201610
1,11,201610
1,213,201610
1,108,201610
1,132,201610
1,112,201610
1,33,201610
1,1269,201610
1,46,201610
1,301,201610
1,149,201610
1,0,201610
1,6,201610
1,115,201610
1,64,201610
1,26,201610
1,16,201610
1,941,201610
1,99,201610
1,1355,201610
1,13,201610
1,102,201610
1,120,201610
1,204,201610
1,150,201610
1,12,201610
1,214,201610
1,20,201610
1,25,201610
1,97,201610
1,261,201610
1,32,201610
1,906,201610
1,189,201610
1,85,201610
1,124,201610
1,130,201610
1,34,201610
1,70,201610
1,69,201610
1,183,201610
1,53,201610
1,59,201610
1,81,201610
1,19,201610
1,211,201610
1,8,201610
1,83,201610
1,60,201610
1,243,201610
1,29,201610
1,72,201610
1,107,201610
1,37,201610
1,22,201610
1,89,201610
1,54,201610
1,133,201610
1,31,201610
1,7,201610
1,165,201610
1,18,201610
1,14,201610
1,35,201610
1,154,201610
1,92,201610
1,274,201610
2,137,201610
2,339,201610
2,143,201610
2,552,201610
2,385,201610
2,165,201610
2,77,201610
2,160,201610
2,393,201610
2,327,201610
2,76,201610
2,208,201610
2,21,201610
2,17,201610
2,22,201610
2,32,201610
2,14,201610
2,176,201610
2,40,201610
2,47,201610
2,25,201610
2,16,201610
2,1227,201610
2,119,201610
2,11,201610
2,1,201610
2,354,201610
2,133,201610
2,18,201610
2,35,201610
2,5,201610
2,38,201610
2,28,201610
2,97,201610
2,0,201610
2,26,201610
2,6,201610
2,102,201610
2,150,201610
2,29,201610
2,136,201610
2,156,201610
2,23,201610
2,13,201610
2,85,201610
2,274,201610
2,118,201610
2,107,201610
2,155,201610
2,115,201610
2,149,201610
2,121,201610
2,57,201610
2,99,201610
2,45,201610
2,113,201610
2,9,201610
2,1169,201610
2,112,201610
2,51,201610
2,46,201610
2,81,201610
2,27,201610
2,266,201610
2,10,201610
2,20,201610
2,19,201610
2,59,201610
2,60,201610
2,108,201610
2,64,201610
2,4,201610
2,154,201610
2,31,201610
2,135,201610
2,92,201610
3,69,201610
4,433,201610
4,17,201610
4,51,201610
4,146,201610
4,914,201610
4,110,201610
4,109,201610
4,427,201610
4,127,201610
4,222,201610
4,843,201610
4,748,201610
4,747,201610
4,1070,201610
4,183,201610
4,137,201610
4,10,201610
4,160,201610
4,5,201610
4,23,201610
4,97,201610
4,74,201610
4,1,201610
