i,j,t
0,512,200111
0,47,200111
0,137,200111
0,48,200111
0,77,200111
0,157,200111
0,118,200111
0,54,200111
0,143,200111
0,32,200111
0,6,200111
0,9,200111
0,23,200111
0,142,200111
0,161,200111
0,28,200111
0,136,200111
0,155,200111
0,18,200111
0,27,200111
0,51,200111
0,31,200111
0,13,200111
0,133,200111
0,30,200111
0,74,200111
0,116,200111
0,4,200111
0,149,200111
0,113,200111
0,1,200111
0,35,200111
0,134,200111
0,20,200111
0,11,200111
0,120,200111
0,112,200111
0,2,200111
0,85,200111
0,5,200111
0,52,200111
0,83,200111
0,119,200111
0,26,200111
0,124,200111
0,17,200111
0,21,200111
0,165,200111
0,96,200111
0,16,200111
0,100,200111
0,135,200111
0,64,200111
0,10,200111
0,59,200111
0,14,200111
0,29,200111
0,40,200111
0,19,200111
0,97,200111
0,160,200111
0,80,200111
0,146,200111
0,108,200111
0,154,200111
0,60,200111
0,274,200111
0,46,200111
0,92,200111
0,25,200111
1,5,200111
1,23,200111
1,138,200111
1,2,200111
1,143,200111
1,96,200111
1,136,200111
1,137,200111
1,10,200111
1,17,200111
1,99,200111
1,274,200111
1,124,200111
1,93,200111
1,13,200111
1,27,200111
1,108,200111
1,161,200111
1,60,200111
1,29,200111
1,110,200111
1,155,200111
1,112,200111
1,34,200111
1,36,200111
1,33,200111
1,102,200111
1,6,200111
1,183,200111
1,18,200111
1,19,200111
1,11,200111
1,248,200111
1,317,200111
1,4,200111
1,28,200111
1,52,200111
1,26,200111
1,69,200111
1,83,200111
1,48,200111
1,22,200111
1,16,200111
1,116,200111
1,157,200111
1,7,200111
1,100,200111
1,89,200111
1,115,200111
1,35,200111
1,32,200111
1,59,200111
1,121,200111
1,80,200111
1,132,200111
1,64,200111
1,119,200111
1,0,200111
1,133,200111
1,81,200111
1,142,200111
1,77,200111
1,160,200111
1,12,200111
1,54,200111
1,46,200111
1,154,200111
1,72,200111
1,107,200111
1,51,200111
1,31,200111
1,9,200111
1,113,200111
1,165,200111
1,97,200111
1,85,200111
1,135,200111
1,14,200111
1,146,200111
1,40,200111
1,92,200111
1,21,200111
1,25,200111
1,20,200111
2,137,200111
2,165,200111
