i,j,t
0,97,199806
0,98,199806
0,47,199806
0,6,199806
0,76,199806
0,25,199806
0,17,199806
0,29,199806
0,83,199806
0,28,199806
0,154,199806
0,27,199806
0,77,199806
0,14,199806
0,92,199806
0,213,199806
0,79,199806
0,40,199806
0,112,199806
0,4,199806
0,94,199806
0,46,199806
0,165,199806
0,19,199806
0,176,199806
0,69,199806
0,10,199806
0,223,199806
0,64,199806
0,126,199806
0,24,199806
0,208,199806
0,1,199806
0,66,199806
0,72,199806
0,5,199806
0,23,199806
0,143,199806
0,13,199806
0,52,199806
0,100,199806
0,22,199806
0,51,199806
0,18,199806
0,16,199806
0,136,199806
0,85,199806
0,11,199806
0,26,199806
0,107,199806
0,156,199806
0,20,199806
0,115,199806
0,9,199806
0,149,199806
0,99,199806
0,137,199806
0,102,199806
0,124,199806
0,108,199806
0,2,199806
0,59,199806
0,135,199806
0,48,199806
0,31,199806
0,160,199806
0,32,199806
0,80,199806
0,35,199806
0,60,199806
0,146,199806
0,274,199806
1,96,199806
1,269,199806
1,15,199806
1,132,199806
1,165,199806
1,26,199806
1,27,199806
1,135,199806
1,18,199806
1,19,199806
1,120,199806
1,28,199806
1,2,199806
1,143,199806
1,4,199806
1,20,199806
1,11,199806
1,108,199806
1,137,199806
1,25,199806
1,54,199806
1,99,199806
1,40,199806
1,13,199806
1,55,199806
1,100,199806
1,6,199806
1,156,199806
1,375,199806
1,77,199806
1,14,199806
1,160,199806
1,69,199806
1,248,199806
1,76,199806
1,131,199806
1,78,199806
1,117,199806
1,102,199806
1,80,199806
1,5,199806
1,35,199806
1,21,199806
1,51,199806
1,16,199806
1,107,199806
1,86,199806
1,52,199806
1,157,199806
1,48,199806
1,12,199806
1,60,199806
1,17,199806
1,183,199806
1,22,199806
1,110,199806
1,89,199806
1,149,199806
1,7,199806
1,116,199806
1,81,199806
1,10,199806
1,59,199806
1,115,199806
1,32,199806
1,64,199806
1,46,199806
1,124,199806
1,31,199806
1,34,199806
1,72,199806
1,0,199806
1,136,199806
1,154,199806
1,9,199806
1,97,199806
1,53,199806
1,85,199806
1,112,199806
1,92,199806
1,133,199806
1,29,199806
1,146,199806
1,121,199806
1,23,199806
1,113,199806
2,47,199806
2,99,199806
2,137,199806
2,32,199806
2,48,199806
2,25,199806
2,19,199806
2,40,199806
2,138,199806
2,143,199806
2,72,199806
2,22,199806
2,24,199806
2,92,199806
2,5,199806
2,81,199806
2,10,199806
2,136,199806
2,77,199806
2,117,199806
2,9,199806
2,13,199806
2,115,199806
2,165,199806
2,18,199806
2,52,199806
2,11,199806
2,64,199806
2,76,199806
2,31,199806
2,54,199806
2,112,199806
2,29,199806
2,108,199806
2,101,199806
2,176,199806
2,6,199806
2,51,199806
2,113,199806
2,46,199806
2,17,199806
2,23,199806
2,27,199806
2,14,199806
2,26,199806
2,85,199806
2,60,199806
2,149,199806
2,248,199806
2,100,199806
2,28,199806
2,80,199806
2,133,199806
2,20,199806
2,135,199806
2,124,199806
2,154,199806
2,96,199806
2,0,199806
2,93,199806
2,1,199806
2,146,199806
2,160,199806
2,97,199806
2,274,199806
3,311,199806
3,51,199806
3,4,199806
4,180,199806
4,110,199806
4,97,199806
4,85,199806
4,81,199806
4,53,199806
4,24,199806
4,132,199806
4,26,199806
4,5,199806
4,12,199806
4,29,199806
4,2,199806
4,21,199806
4,100,199806
4,54,199806
4,51,199806
4,102,199806
4,143,199806
4,9,199806
4,35,199806
4,18,199806
4,154,199806
4,137,199806
4,126,199806
4,55,199806
4,0,199806
4,49,199806
4,19,199806
4,1,199806
4,156,199806
4,107,199806
4,96,199806
4,741,199806
4,52,199806
4,22,199806
4,46,199806
4,99,199806
4,32,199806
4,6,199806
4,60,199806
4,13,199806
4,305,199806
4,7,199806
4,14,199806
4,136,199806
4,83,199806
4,108,199806
4,27,199806
4,125,199806
4,77,199806
4,248,199806
4,133,199806
4,215,199806
4,866,199806
4,17,199806
4,592,199806
4,23,199806
4,165,199806
4,128,199806
4,761,199806
4,92,199806
4,633,199806
4,10,199806
4,238,199806
4,525,199806
4,28,199806
4,306,199806
4,196,199806
4,3,199806
4,34,199806
4,88,199806
4,268,199806
4,843,199806
4,301,199806
4,300,199806
4,86,199806
4,84,199806
4,214,199806
4,184,199806
4,16,199806
4,223,199806
4,317,199806
4,164,199806
4,59,199806
4,30,199806
4,311,199806
4,50,199806
4,177,199806
4,222,199806
4,112,199806
4,33,199806
4,127,199806
4,183,199806
4,11,199806
4,160,199806
4,89,199806
4,427,199806
4,69,199806
4,64,199806
4,146,199806
4,25,199806
4,113,199806
4,40,199806
4,109,199806
4,20,199806
5,15,199806
5,132,199806
5,131,199806
5,51,199806
5,20,199806
5,112,199806
5,21,199806
5,55,199806
5,16,199806
5,13,199806
5,99,199806
5,12,199806
5,26,199806
5,54,199806
5,102,199806
5,72,199806
5,97,199806
5,180,199806
5,18,199806
5,188,199806
5,0,199806
5,2,199806
5,52,199806
5,83,199806
5,216,199806
5,115,199806
5,17,199806
5,85,199806
5,154,199806
5,149,199806
5,77,199806
5,32,199806
5,1,199806
5,22,199806
5,107,199806
5,10,199806
5,9,199806
5,135,199806
5,92,199806
5,96,199806
5,183,199806
5,165,199806
5,14,199806
5,27,199806
5,31,199806
5,69,199806
5,137,199806
5,11,199806
5,113,199806
5,29,199806
5,4,199806
5,136,199806
5,23,199806
5,28,199806
5,133,199806
6,96,199806
6,114,199806
6,31,199806
6,98,199806
6,24,199806
6,233,199806
6,32,199806
6,165,199806
6,69,199806
6,77,199806
6,60,199806
6,35,199806
6,54,199806
6,0,199806
6,62,199806
6,126,199806
6,83,199806
6,113,199806
6,143,199806
6,22,199806
6,30,199806
6,120,199806
6,115,199806
6,124,199806
6,1,199806
6,137,199806
6,85,199806
6,11,199806
6,97,199806
6,28,199806
6,15,199806
6,9,199806
6,12,199806
6,177,199806
6,76,199806
6,105,199806
6,136,199806
6,51,199806
6,21,199806
6,57,199806
6,108,199806
6,104,199806
6,25,199806
6,181,199806
6,4,199806
6,45,199806
6,112,199806
6,297,199806
6,18,199806
6,19,199806
6,17,199806
6,10,199806
6,107,199806
6,154,199806
6,20,199806
6,27,199806
6,64,199806
6,48,199806
6,29,199806
6,53,199806
6,349,199806
6,156,199806
6,129,199806
6,39,199806
6,99,199806
6,134,199806
6,36,199806
6,46,199806
6,176,199806
6,434,199806
6,102,199806
6,2,199806
6,82,199806
6,155,199806
6,146,199806
6,38,199806
6,375,199806
6,78,199806
6,94,199806
6,142,199806
6,194,199806
6,320,199806
6,89,199806
6,180,199806
6,40,199806
6,81,199806
6,55,199806
6,135,199806
6,187,199806
6,52,199806
6,160,199806
6,14,199806
6,117,199806
6,139,199806
6,100,199806
6,16,199806
6,13,199806
7,27,199806
7,13,199806
7,6,199806
7,89,199806
7,90,199806
7,135,199806
7,136,199806
7,323,199806
7,243,199806
7,1,199806
7,8,199806
7,17,199806
7,20,199806
8,90,199806
8,26,199806
8,323,199806
8,136,199806
8,4,199806
8,7,199806
8,243,199806
8,17,199806
8,20,199806
8,89,199806
9,31,199806
9,0,199806
9,108,199806
9,143,199806
9,80,199806
9,97,199806
9,2,199806
9,106,199806
9,16,199806
9,92,199806
9,133,199806
9,18,199806
9,32,199806
9,156,199806
9,81,199806
9,6,199806
9,48,199806
9,139,199806
9,28,199806
9,116,199806
9,59,199806
9,72,199806
9,19,199806
9,112,199806
9,25,199806
9,13,199806
9,38,199806
9,60,199806
9,107,199806
9,47,199806
9,248,199806
9,26,199806
9,17,199806
9,85,199806
9,10,199806
9,135,199806
9,137,199806
9,154,199806
9,146,199806
9,11,199806
9,1,199806
9,29,199806
9,160,199806
9,27,199806
9,136,199806
9,274,199806
10,14,199806
10,136,199806
10,89,199806
10,17,199806
10,60,199806
10,28,199806
10,2,199806
10,94,199806
10,19,199806
10,9,199806
10,112,199806
10,97,199806
