i,j,t
0,116,199907
0,146,199907
0,25,199907
0,54,199907
0,148,199907
0,21,199907
0,46,199907
0,154,199907
0,96,199907
0,4,199907
0,29,199907
0,85,199907
0,102,199907
0,15,199907
0,18,199907
0,5,199907
0,155,199907
0,23,199907
0,176,199907
0,40,199907
0,19,199907
0,2,199907
0,11,199907
0,14,199907
0,100,199907
0,16,199907
0,51,199907
0,66,199907
0,134,199907
0,81,199907
0,77,199907
0,237,199907
0,28,199907
0,183,199907
0,142,199907
0,156,199907
0,6,199907
0,115,199907
0,27,199907
0,13,199907
0,119,199907
0,17,199907
0,9,199907
0,149,199907
0,165,199907
0,20,199907
0,59,199907
0,12,199907
0,72,199907
0,26,199907
0,10,199907
0,108,199907
0,143,199907
0,83,199907
0,48,199907
0,135,199907
0,99,199907
0,1,199907
0,64,199907
0,160,199907
0,31,199907
0,32,199907
0,97,199907
0,35,199907
0,80,199907
0,136,199907
0,137,199907
0,60,199907
0,274,199907
0,92,199907
1,96,199907
1,85,199907
1,31,199907
1,142,199907
1,274,199907
1,70,199907
1,10,199907
1,26,199907
1,35,199907
1,18,199907
1,12,199907
1,120,199907
1,117,199907
1,11,199907
1,108,199907
1,72,199907
1,22,199907
1,265,199907
1,97,199907
1,132,199907
1,21,199907
1,154,199907
1,99,199907
1,27,199907
1,32,199907
1,13,199907
1,160,199907
1,80,199907
1,248,199907
1,52,199907
1,9,199907
1,181,199907
1,135,199907
1,196,199907
1,180,199907
1,19,199907
1,155,199907
1,137,199907
1,33,199907
1,102,199907
1,131,199907
1,157,199907
1,65,199907
1,51,199907
1,5,199907
1,60,199907
1,54,199907
1,112,199907
1,30,199907
1,36,199907
1,4,199907
1,14,199907
1,69,199907
1,110,199907
1,28,199907
1,119,199907
1,16,199907
1,149,199907
1,89,199907
1,7,199907
1,77,199907
1,81,199907
1,64,199907
1,116,199907
1,83,199907
1,183,199907
1,115,199907
1,124,199907
1,46,199907
1,59,199907
1,143,199907
1,34,199907
1,0,199907
1,136,199907
1,2,199907
1,6,199907
1,53,199907
1,107,199907
1,165,199907
1,40,199907
1,121,199907
1,25,199907
1,92,199907
1,29,199907
1,146,199907
1,133,199907
1,20,199907
1,23,199907
1,17,199907
1,113,199907
2,16,199907
2,437,199907
2,25,199907
2,27,199907
2,35,199907
2,0,199907
2,129,199907
2,22,199907
2,282,199907
2,133,199907
2,32,199907
2,4,199907
2,6,199907
2,12,199907
2,77,199907
2,65,199907
2,18,199907
2,183,199907
2,26,199907
2,195,199907
2,96,199907
2,97,199907
2,117,199907
2,137,199907
2,157,199907
2,100,199907
2,99,199907
2,39,199907
