i,j,t
0,97,200308
0,17,200308
0,161,200308
0,24,200308
0,104,200308
0,143,200308
0,80,200308
0,159,200308
0,433,200308
0,129,200308
0,160,200308
0,764,200308
0,31,200308
0,157,200308
0,118,200308
0,188,200308
0,10,200308
0,154,200308
0,25,200308
0,342,200308
0,137,200308
0,138,200308
0,60,200308
0,96,200308
0,250,200308
0,115,200308
0,149,200308
0,51,200308
0,93,200308
0,155,200308
0,124,200308
0,136,200308
0,181,200308
0,13,200308
0,99,200308
0,29,200308
0,52,200308
0,117,200308
0,110,200308
0,112,200308
0,32,200308
0,183,200308
0,120,200308
0,11,200308
0,126,200308
0,19,200308
0,102,200308
0,6,200308
0,48,200308
0,20,200308
0,165,200308
0,116,200308
0,27,200308
0,54,200308
0,69,200308
0,113,200308
0,53,200308
0,4,200308
0,346,200308
0,14,200308
0,85,200308
0,21,200308
0,1,200308
0,23,200308
0,72,200308
0,119,200308
0,2,200308
0,36,200308
0,146,200308
0,77,200308
0,64,200308
0,100,200308
0,5,200308
0,16,200308
0,135,200308
0,26,200308
0,28,200308
0,40,200308
0,18,200308
0,59,200308
0,35,200308
0,108,200308
0,46,200308
0,274,200308
0,92,200308
1,10,200308
1,139,200308
1,175,200308
1,165,200308
1,35,200308
1,124,200308
1,9,200308
1,20,200308
1,150,200308
1,70,200308
1,34,200308
1,77,200308
1,309,200308
1,129,200308
1,23,200308
1,784,200308
1,160,200308
1,496,200308
1,196,200308
1,60,200308
1,27,200308
1,17,200308
1,5,200308
1,24,200308
1,146,200308
1,209,200308
1,433,200308
1,161,200308
1,204,200308
1,28,200308
1,62,200308
1,13,200308
1,490,200308
1,48,200308
1,143,200308
1,22,200308
1,40,200308
1,29,200308
1,96,200308
1,11,200308
1,137,200308
1,46,200308
1,37,200308
1,16,200308
1,155,200308
1,0,200308
1,85,200308
1,81,200308
1,108,200308
1,223,200308
1,83,200308
1,183,200308
1,136,200308
1,706,200308
1,19,200308
1,32,200308
1,25,200308
1,55,200308
1,894,200308
1,59,200308
1,154,200308
1,53,200308
1,181,200308
1,12,200308
1,211,200308
1,64,200308
1,134,200308
1,72,200308
1,30,200308
1,214,200308
1,114,200308
1,92,200308
1,26,200308
1,2,200308
1,99,200308
1,328,200308
1,18,200308
1,69,200308
1,6,200308
1,14,200308
1,1355,200308
1,4,200308
1,7,200308
1,52,200308
1,941,200308
1,110,200308
1,164,200308
1,189,200308
1,376,200308
1,116,200308
1,371,200308
1,157,200308
1,149,200308
1,103,200308
1,89,200308
1,303,200308
1,115,200308
1,395,200308
1,184,200308
1,100,200308
1,113,200308
1,80,200308
1,133,200308
1,906,200308
1,132,200308
1,261,200308
1,54,200308
1,119,200308
1,130,200308
1,213,200308
1,33,200308
1,142,200308
1,31,200308
1,121,200308
1,107,200308
1,51,200308
1,102,200308
1,135,200308
1,97,200308
1,112,200308
1,21,200308
2,339,200308
2,25,200308
2,165,200308
2,137,200308
2,24,200308
2,83,200308
2,54,200308
2,433,200308
2,9,200308
2,341,200308
2,93,200308
2,552,200308
2,143,200308
2,160,200308
2,188,200308
2,99,200308
2,21,200308
2,85,200308
2,187,200308
2,64,200308
2,32,200308
2,18,200308
2,38,200308
2,0,200308
2,112,200308
2,13,200308
2,47,200308
2,115,200308
2,16,200308
2,111,200308
2,134,200308
2,208,200308
2,96,200308
2,97,200308
2,102,200308
2,77,200308
2,10,200308
2,28,200308
2,135,200308
2,11,200308
2,81,200308
2,76,200308
2,5,200308
2,60,200308
2,121,200308
2,4,200308
2,6,200308
2,17,200308
2,1,200308
2,26,200308
2,14,200308
2,346,200308
2,149,200308
2,113,200308
2,27,200308
2,142,200308
2,116,200308
2,48,200308
2,124,200308
2,154,200308
2,146,200308
2,108,200308
2,31,200308
2,29,200308
2,136,200308
2,92,200308
2,274,200308
3,311,200308
3,69,200308
3,807,200308
3,4,200308
4,127,200308
4,843,200308
4,135,200308
4,6,200308
4,62,200308
4,18,200308
4,51,200308
4,222,200308
4,26,200308
4,427,200308
4,110,200308
4,48,200308
4,247,200308
4,109,200308
4,146,200308
4,77,200308
4,154,200308
4,40,200308
4,5,200308
4,139,200308
4,108,200308
4,17,200308
4,13,200308
4,69,200308
4,35,200308
4,129,200308
4,60,200308
4,160,200308
4,24,200308
4,20,200308
4,23,200308
4,19,200308
4,810,200308
4,132,200308
4,747,200308
4,133,200308
4,31,200308
4,228,200308
4,14,200308
4,36,200308
4,124,200308
4,99,200308
4,81,200308
4,85,200308
4,136,200308
4,32,200308
4,180,200308
4,10,200308
4,157,200308
4,25,200308
4,0,200308
4,1424,200308
4,120,200308
4,59,200308
4,155,200308
4,97,200308
4,38,200308
4,215,200308
4,149,200308
4,53,200308
4,52,200308
4,305,200308
4,281,200308
4,27,200308
4,22,200308
4,741,200308
4,119,200308
4,8,200308
4,1,200308
4,3,200308
4,128,200308
4,102,200308
4,46,200308
4,866,200308
4,113,200308
4,592,200308
4,761,200308
4,165,200308
4,633,200308
4,306,200308
4,177,200308
4,238,200308
4,88,200308
4,213,200308
4,137,200308
4,268,200308
4,92,200308
4,28,200308
4,301,200308
4,300,200308
4,84,200308
4,317,200308
4,184,200308
4,96,200308
4,311,200308
4,189,200308
4,86,200308
4,214,200308
4,50,200308
4,16,200308
4,150,200308
4,30,200308
4,33,200308
4,164,200308
4,121,200308
4,223,200308
4,7,200308
4,183,200308
4,107,200308
4,64,200308
4,112,200308
4,89,200308
4,11,200308
4,21,200308
4,196,200308
4,29,200308
5,552,200308
5,69,200308
5,227,200308
5,28,200308
5,84,200308
5,6,200308
5,136,200308
5,18,200308
5,817,200308
5,137,200308
5,29,200308
5,143,200308
5,107,200308
5,77,200308
5,10,200308
5,51,200308
5,110,200308
5,85,200308
5,4,200308
5,23,200308
5,19,200308
5,17,200308
5,11,200308
5,150,200308
5,243,200308
5,59,200308
5,35,200308
5,433,200308
5,160,200308
