i,j,t
0,80,199009
0,76,199009
0,64,199009
0,25,199009
0,121,199009
0,23,199009
0,120,199009
0,21,199009
0,55,199009
0,133,199009
0,146,199009
0,132,199009
0,155,199009
0,143,199009
0,75,199009
0,52,199009
0,12,199009
0,22,199009
0,46,199009
0,208,199009
0,96,199009
0,33,199009
0,34,199009
0,176,199009
0,40,199009
0,98,199009
0,113,199009
0,11,199009
0,165,199009
0,362,199009
0,32,199009
0,16,199009
0,183,199009
0,81,199009
0,9,199009
0,15,199009
0,35,199009
0,126,199009
0,13,199009
0,51,199009
0,77,199009
0,117,199009
0,83,199009
0,142,199009
0,29,199009
0,180,199009
0,5,199009
0,102,199009
0,100,199009
0,72,199009
0,36,199009
0,18,199009
0,38,199009
0,181,199009
0,187,199009
0,27,199009
0,85,199009
0,115,199009
0,26,199009
0,116,199009
0,6,199009
0,17,199009
0,10,199009
0,19,199009
0,28,199009
0,99,199009
0,154,199009
0,108,199009
0,124,199009
0,93,199009
0,60,199009
0,135,199009
0,47,199009
0,2,199009
0,149,199009
0,31,199009
0,1,199009
0,20,199009
0,137,199009
0,14,199009
0,59,199009
0,136,199009
0,160,199009
0,274,199009
0,97,199009
0,92,199009
1,52,199009
1,58,199009
1,117,199009
1,113,199009
1,72,199009
1,133,199009
1,32,199009
1,77,199009
1,19,199009
1,2,199009
1,14,199009
1,47,199009
1,64,199009
1,17,199009
1,177,199009
1,25,199009
1,26,199009
1,184,199009
1,129,199009
1,34,199009
1,9,199009
1,139,199009
1,13,199009
1,180,199009
1,6,199009
1,81,199009
1,60,199009
1,134,199009
1,99,199009
1,38,199009
1,83,199009
1,5,199009
1,29,199009
1,176,199009
1,35,199009
1,131,199009
1,36,199009
1,18,199009
1,40,199009
1,154,199009
1,181,199009
1,171,199009
1,4,199009
1,88,199009
1,110,199009
1,54,199009
1,112,199009
1,16,199009
1,27,199009
1,124,199009
1,24,199009
1,48,199009
1,69,199009
1,126,199009
1,108,199009
1,21,199009
1,274,199009
1,31,199009
1,22,199009
1,210,199009
1,93,199009
1,23,199009
1,199,199009
1,183,199009
1,70,199009
1,28,199009
1,116,199009
1,20,199009
1,115,199009
1,149,199009
1,0,199009
1,80,199009
1,174,199009
1,213,199009
1,148,199009
1,10,199009
1,187,199009
1,146,199009
1,160,199009
1,37,199009
1,163,199009
1,125,199009
1,130,199009
1,150,199009
1,53,199009
1,46,199009
1,12,199009
1,132,199009
1,209,199009
1,85,199009
1,51,199009
1,59,199009
1,135,199009
1,11,199009
1,137,199009
1,97,199009
1,92,199009
1,107,199009
1,136,199009
1,121,199009
1,165,199009
1,89,199009
1,96,199009
2,85,199009
2,6,199009
2,1692,199009
2,19,199009
2,83,199009
2,52,199009
2,16,199009
2,35,199009
2,193,199009
2,155,199009
2,107,199009
2,110,199009
2,31,199009
2,238,199009
2,146,199009
2,181,199009
2,101,199009
2,117,199009
2,20,199009
2,40,199009
2,97,199009
2,180,199009
2,126,199009
2,1,199009
2,48,199009
2,124,199009
2,86,199009
2,60,199009
2,142,199009
2,9,199009
2,13,199009
2,51,199009
2,14,199009
2,183,199009
2,133,199009
2,72,199009
2,99,199009
2,120,199009
2,29,199009
2,17,199009
2,0,199009
2,96,199009
2,157,199009
2,4,199009
2,47,199009
2,26,199009
2,187,199009
2,10,199009
2,113,199009
2,77,199009
2,21,199009
2,18,199009
2,27,199009
2,24,199009
2,25,199009
2,5,199009
2,80,199009
2,154,199009
2,136,199009
2,135,199009
2,23,199009
2,59,199009
2,137,199009
2,116,199009
2,28,199009
2,149,199009
2,115,199009
2,92,199009
2,46,199009
2,11,199009
2,93,199009
2,165,199009
2,160,199009
2,274,199009
3,29,199009
3,4,199009
3,311,199009
3,51,199009
4,171,199009
4,13,199009
4,14,199009
4,81,199009
4,51,199009
4,126,199009
4,100,199009
4,35,199009
4,11,199009
4,170,199009
4,124,199009
4,1,199009
4,213,199009
4,134,199009
4,18,199009
4,36,199009
4,238,199009
4,88,199009
4,17,199009
4,92,199009
4,72,199009
4,84,199009
4,64,199009
4,592,199009
4,23,199009
4,30,199009
4,76,199009
4,154,199009
4,99,199009
4,181,199009
4,48,199009
4,24,199009
4,133,199009
4,49,199009
4,110,199009
4,0,199009
4,12,199009
4,34,199009
4,27,199009
4,28,199009
4,268,199009
4,129,199009
4,146,199009
4,32,199009
4,164,199009
4,7,199009
4,77,199009
4,2,199009
4,80,199009
4,120,199009
4,6,199009
4,19,199009
4,113,199009
4,223,199009
4,108,199009
4,60,199009
4,10,199009
4,54,199009
4,29,199009
4,25,199009
4,38,199009
4,305,199009
4,215,199009
4,128,199009
4,214,199009
4,26,199009
4,3,199009
4,306,199009
4,196,199009
4,59,199009
4,633,199009
4,109,199009
4,222,199009
4,184,199009
4,127,199009
4,311,199009
4,317,199009
4,300,199009
4,16,199009
4,33,199009
4,22,199009
4,301,199009
4,69,199009
4,843,199009
4,107,199009
4,183,199009
4,50,199009
4,177,199009
4,20,199009
4,427,199009
4,89,199009
4,5,199009
4,46,199009
4,121,199009
4,160,199009
4,21,199009
4,112,199009
4,40,199009
4,97,199009
4,137,199009
4,136,199009
5,133,199009
5,20,199009
5,108,199009
5,47,199009
5,187,199009
5,124,199009
5,155,199009
5,83,199009
5,76,199009
5,19,199009
5,77,199009
5,135,199009
5,12,199009
5,14,199009
5,17,199009
5,72,199009
5,27,199009
5,99,199009
5,75,199009
5,69,199009
5,116,199009
5,115,199009
5,23,199009
5,247,199009
5,32,199009
5,165,199009
5,97,199009
5,61,199009
5,149,199009
5,154,199009
5,31,199009
5,274,199009
5,117,199009
5,93,199009
5,136,199009
5,102,199009
5,34,199009
5,188,199009
5,216,199009
5,126,199009
5,111,199009
5,132,199009
5,52,199009
5,80,199009
5,10,199009
5,222,199009
5,96,199009
5,46,199009
5,110,199009
5,6,199009
5,89,199009
5,0,199009
5,22,199009
5,9,199009
5,1,199009
5,85,199009
5,2,199009
5,150,199009
5,40,199009
5,92,199009
5,51,199009
5,113,199009
5,137,199009
5,4,199009
5,29,199009
5,11,199009
5,121,199009
5,28,199009
6,110,199009
6,52,199009
6,31,199009
6,16,199009
6,46,199009
6,26,199009
6,35,199009
6,54,199009
6,7,199009
6,38,199009
6,19,199009
6,173,199009
6,80,199009
6,133,199009
6,197,199009
6,78,199009
6,188,199009
6,95,199009
6,43,199009
6,265,199009
6,124,199009
6,797,199009
6,139,199009
6,108,199009
6,48,199009
6,85,199009
6,160,199009
6,25,199009
6,51,199009
6,60,199009
6,5,199009
6,198,199009
6,114,199009
6,23,199009
6,93,199009
6,146,199009
6,27,199009
6,98,199009
6,287,199009
6,20,199009
6,39,199009
6,10,199009
6,1,199009
6,157,199009
6,243,199009
6,0,199009
6,102,199009
6,2,199009
6,334,199009
6,113,199009
6,14,199009
6,154,199009
6,181,199009
6,175,199009
6,29,199009
6,28,199009
6,129,199009
6,237,199009
6,13,199009
6,17,199009
6,278,199009
6,77,199009
6,137,199009
6,45,199009
6,72,199009
6,143,199009
6,140,199009
6,101,199009
6,112,199009
6,107,199009
6,22,199009
6,100,199009
6,34,199009
6,12,199009
6,66,199009
6,4,199009
6,89,199009
6,64,199009
6,18,199009
6,158,199009
6,155,199009
6,81,199009
6,83,199009
6,172,199009
6,92,199009
6,76,199009
6,106,199009
6,126,199009
6,120,199009
6,82,199009
6,117,199009
6,55,199009
6,24,199009
6,94,199009
6,40,199009
6,134,199009
6,97,199009
6,142,199009
6,32,199009
6,136,199009
6,36,199009
6,99,199009
7,92,199009
7,4,199009
7,90,199009
7,770,199009
7,243,199009
7,8,199009
7,89,199009
7,17,199009
7,137,199009
7,20,199009
8,32,199009
8,29,199009
8,243,199009
8,7,199009
8,89,199009
8,17,199009
8,20,199009
9,96,199009
9,97,199009
9,181,199009
9,84,199009
9,121,199009
9,107,199009
9,83,199009
9,30,199009
9,132,199009
9,11,199009
9,12,199009
9,146,199009
9,131,199009
9,21,199009
9,93,199009
9,250,199009
9,139,199009
9,195,199009
9,115,199009
9,101,199009
9,38,199009
9,165,199009
9,57,199009
9,16,199009
9,6,199009
9,94,199009
9,108,199009
9,176,199009
9,80,199009
9,133,199009
9,102,199009
9,76,199009
9,31,199009
9,17,199009
9,149,199009
9,53,199009
9,2,199009
9,81,199009
9,19,199009
9,23,199009
9,34,199009
9,99,199009
9,25,199009
9,60,199009
9,14,199009
9,26,199009
9,4,199009
9,32,199009
9,116,199009
9,5,199009
9,47,199009
9,77,199009
9,20,199009
9,72,199009
9,137,199009
9,187,199009
9,28,199009
9,124,199009
9,59,199009
9,0,199009
9,85,199009
9,10,199009
9,135,199009
9,1,199009
9,154,199009
9,29,199009
9,160,199009
9,136,199009
9,92,199009
9,27,199009
9,274,199009
10,27,199009
10,29,199009
10,38,199009
10,213,199009
10,28,199009
10,32,199009
10,1,199009
10,17,199009
10,150,199009
10,16,199009
10,34,199009
10,119,199009
10,33,199009
10,60,199009
10,124,199009
10,97,199009
10,14,199009
10,131,199009
10,77,199009
10,81,199009
10,126,199009
10,18,199009
10,100,199009
10,0,199009
10,26,199009
10,52,199009
10,53,199009
10,2,199009
10,108,199009
10,117,199009
10,21,199009
10,107,199009
10,4,199009
10,72,199009
10,6,199009
10,13,199009
10,146,199009
10,142,199009
10,130,199009
10,19,199009
10,51,199009
10,136,199009
10,20,199009
10,9,199009
10,54,199009
10,47,199009
10,180,199009
10,36,199009
10,112,199009
10,242,199009
10,93,199009
10,187,199009
10,274,199009
10,5,199009
10,209,199009
10,59,199009
10,113,199009
10,80,199009
10,31,199009
10,96,199009
10,154,199009
10,132,199009
10,163,199009
10,15,199009
10,48,199009
10,135,199009
10,210,199009
10,133,199009
10,165,199009
10,46,199009
10,115,199009
10,116,199009
10,149,199009
10,70,199009
10,85,199009
10,199,199009
10,183,199009
10,25,199009
10,211,199009
10,189,199009
10,89,199009
10,137,199009
10,160,199009
10,22,199009
10,11,199009
10,12,199009
10,92,199009
10,121,199009
10,40,199009
10,23,199009
11,154,199009
11,146,199009
11,48,199009
11,96,199009
11,77,199009
11,51,199009
11,174,199009
11,72,199009
11,111,199009
11,53,199009
11,265,199009
11,224,199009
11,184,199009
11,25,199009
11,100,199009
11,261,199009
11,188,199009
11,2,199009
11,81,199009
11,54,199009
11,139,199009
11,4,199009
11,78,199009
11,159,199009
11,135,199009
11,9,199009
11,34,199009
11,24,199009
11,60,199009
11,163,199009
11,52,199009
11,142,199009
11,40,199009
