i,j,t
0,25,200708
0,1147,200708
0,85,200708
0,118,200708
0,143,200708
0,92,200708
0,433,200708
0,53,200708
0,39,200708
0,59,200708
0,326,200708
0,160,200708
0,136,200708
0,6,200708
0,64,200708
0,80,200708
0,154,200708
0,32,200708
0,15,200708
0,94,200708
0,510,200708
0,1,200708
0,52,200708
0,142,200708
0,18,200708
0,14,200708
0,29,200708
0,117,200708
0,278,200708
0,100,200708
0,112,200708
0,146,200708
0,120,200708
0,77,200708
0,11,200708
0,97,200708
0,27,200708
0,274,200708
0,31,200708
0,83,200708
0,46,200708
0,19,200708
0,72,200708
0,38,200708
0,237,200708
0,26,200708
0,155,200708
0,57,200708
0,73,200708
0,113,200708
0,286,200708
0,165,200708
0,119,200708
0,2,200708
0,4,200708
0,10,200708
0,28,200708
0,13,200708
0,17,200708
0,5,200708
0,96,200708
0,16,200708
0,60,200708
0,48,200708
0,99,200708
0,135,200708
0,108,200708
0,35,200708
0,137,200708
1,137,200708
1,5,200708
1,154,200708
1,433,200708
1,28,200708
1,10,200708
1,17,200708
1,22,200708
1,79,200708
1,165,200708
1,143,200708
1,266,200708
1,85,200708
1,784,200708
1,89,200708
1,31,200708
1,37,200708
1,53,200708
1,209,200708
1,40,200708
1,138,200708
1,77,200708
1,23,200708
1,80,200708
1,136,200708
1,96,200708
1,18,200708
1,54,200708
1,914,200708
1,160,200708
1,27,200708
1,20,200708
1,175,200708
1,552,200708
1,282,200708
1,11,200708
1,120,200708
1,9,200708
1,444,200708
1,47,200708
1,59,200708
1,21,200708
1,29,200708
1,169,200708
1,48,200708
1,108,200708
1,51,200708
1,26,200708
1,99,200708
1,706,200708
1,52,200708
1,83,200708
1,100,200708
1,35,200708
1,14,200708
1,181,200708
1,97,200708
1,60,200708
1,131,200708
1,64,200708
1,777,200708
1,0,200708
1,19,200708
1,299,200708
1,2,200708
1,233,200708
1,13,200708
1,92,200708
1,548,200708
1,161,200708
1,536,200708
1,345,200708
1,183,200708
1,941,200708
1,395,200708
1,46,200708
1,1355,200708
1,149,200708
1,110,200708
1,119,200708
1,36,200708
1,69,200708
1,184,200708
1,157,200708
1,33,200708
1,155,200708
1,130,200708
1,116,200708
1,70,200708
1,107,200708
1,115,200708
