i,j,t
0,53,200808
0,160,200808
0,143,200808
0,101,200808
0,136,200808
0,25,200808
0,166,200808
0,433,200808
0,52,200808
0,78,200808
0,1193,200808
0,93,200808
0,81,200808
0,116,200808
0,16,200808
0,124,200808
0,29,200808
0,115,200808
0,22,200808
0,80,200808
0,64,200808
0,117,200808
0,12,200808
0,40,200808
0,35,200808
0,11,200808
0,54,200808
0,4,200808
0,45,200808
0,180,200808
0,142,200808
0,154,200808
0,112,200808
0,155,200808
0,6,200808
0,165,200808
0,107,200808
0,96,200808
0,20,200808
0,77,200808
0,860,200808
0,32,200808
0,137,200808
0,38,200808
0,83,200808
0,133,200808
0,99,200808
0,97,200808
0,21,200808
0,13,200808
0,149,200808
0,27,200808
0,102,200808
0,9,200808
0,119,200808
0,76,200808
0,393,200808
0,48,200808
0,146,200808
0,309,200808
0,51,200808
0,31,200808
0,92,200808
0,26,200808
0,100,200808
0,28,200808
0,18,200808
0,19,200808
0,14,200808
0,85,200808
0,17,200808
0,60,200808
0,2,200808
0,5,200808
0,46,200808
0,1,200808
0,135,200808
0,10,200808
0,108,200808
0,59,200808
0,274,200808
1,784,200808
1,1236,200808
1,209,200808
1,433,200808
1,17,200808
1,2,200808
1,27,200808
1,160,200808
1,10,200808
1,5,200808
1,23,200808
1,143,200808
1,77,200808
1,138,200808
1,175,200808
1,70,200808
1,22,200808
1,96,200808
1,137,200808
1,914,200808
1,136,200808
1,18,200808
1,28,200808
1,25,200808
1,515,200808
1,150,200808
1,30,200808
1,93,200808
1,180,200808
1,47,200808
1,52,200808
1,21,200808
1,86,200808
1,54,200808
1,19,200808
1,161,200808
1,97,200808
1,83,200808
1,74,200808
1,177,200808
1,38,200808
1,14,200808
1,75,200808
1,24,200808
1,60,200808
1,32,200808
1,64,200808
1,69,200808
1,233,200808
1,36,200808
1,157,200808
1,81,200808
1,299,200808
1,16,200808
1,100,200808
1,941,200808
1,26,200808
1,119,200808
1,1355,200808
1,11,200808
1,48,200808
1,107,200808
1,116,200808
1,183,200808
1,115,200808
1,184,200808
1,12,200808
1,33,200808
1,124,200808
1,130,200808
1,80,200808
1,35,200808
1,108,200808
1,133,200808
1,40,200808
1,34,200808
1,9,200808
1,0,200808
1,110,200808
1,142,200808
1,113,200808
1,261,200808
1,906,200808
1,132,200808
1,37,200808
1,155,200808
1,102,200808
1,59,200808
1,8,200808
1,243,200808
1,146,200808
1,85,200808
1,211,200808
1,213,200808
1,165,200808
1,31,200808
1,53,200808
1,72,200808
1,89,200808
1,274,200808
1,189,200808
1,7,200808
1,51,200808
1,121,200808
1,154,200808
1,13,200808
1,4,200808
1,20,200808
1,6,200808
1,92,200808
1,112,200808
1,99,200808
1,29,200808
1,135,200808
1,46,200808
2,53,200808
2,137,200808
2,385,200808
2,1,200808
2,160,200808
2,25,200808
2,433,200808
2,1227,200808
2,165,200808
2,138,200808
2,1126,200808
2,85,200808
2,495,200808
2,393,200808
2,250,200808
2,552,200808
2,64,200808
2,93,200808
2,339,200808
2,333,200808
2,143,200808
2,81,200808
2,213,200808
2,6,200808
2,121,200808
2,154,200808
2,142,200808
2,134,200808
2,169,200808
2,19,200808
2,28,200808
2,13,200808
2,83,200808
2,36,200808
2,38,200808
2,133,200808
2,99,200808
2,40,200808
2,149,200808
2,14,200808
2,11,200808
2,27,200808
2,80,200808
2,48,200808
2,32,200808
2,51,200808
2,136,200808
2,265,200808
2,113,200808
2,59,200808
2,0,200808
2,5,200808
2,52,200808
2,96,200808
2,4,200808
2,22,200808
2,45,200808
2,107,200808
2,102,200808
2,115,200808
2,77,200808
2,35,200808
2,20,200808
2,23,200808
2,34,200808
2,26,200808
2,46,200808
2,155,200808
2,124,200808
2,16,200808
2,100,200808
2,180,200808
2,346,200808
2,21,200808
2,119,200808
2,12,200808
2,72,200808
2,116,200808
2,9,200808
2,112,200808
2,10,200808
2,29,200808
2,108,200808
2,97,200808
2,17,200808
2,18,200808
2,146,200808
2,31,200808
2,60,200808
2,135,200808
2,92,200808
2,274,200808
3,807,200808
3,311,200808
3,69,200808
3,712,200808
4,127,200808
4,843,200808
4,136,200808
4,109,200808
4,160,200808
4,0,200808
4,110,200808
4,1070,200808
4,222,200808
4,5,200808
4,189,200808
4,427,200808
4,52,200808
4,83,200808
4,40,200808
4,116,200808
4,14,200808
4,101,200808
4,48,200808
4,139,200808
4,180,200808
4,16,200808
4,119,200808
4,100,200808
4,26,200808
4,12,200808
4,102,200808
4,60,200808
4,76,200808
4,64,200808
4,99,200808
4,46,200808
4,32,200808
4,154,200808
4,19,200808
4,80,200808
4,2,200808
4,20,200808
4,27,200808
4,115,200808
4,96,200808
4,113,200808
4,13,200808
4,124,200808
4,137,200808
4,133,200808
4,8,200808
4,25,200808
4,59,200808
4,108,200808
4,301,200808
4,107,200808
4,18,200808
4,132,200808
4,28,200808
4,54,200808
4,29,200808
4,731,200808
4,155,200808
4,305,200808
4,72,200808
4,34,200808
4,97,200808
4,165,200808
4,81,200808
4,22,200808
4,1169,200808
4,1,200808
4,35,200808
4,633,200808
4,23,200808
4,592,200808
4,128,200808
4,238,200808
