i,j,t
0,20,200910
0,160,200910
0,1,200910
0,266,200910
0,143,200910
0,58,200910
0,118,200910
0,60,200910
0,25,200910
0,98,200910
0,188,200910
0,2,200910
0,13,200910
0,115,200910
0,112,200910
0,99,200910
0,77,200910
0,113,200910
0,107,200910
0,119,200910
0,126,200910
0,5,200910
0,18,200910
0,26,200910
0,81,200910
0,142,200910
0,52,200910
0,180,200910
0,97,200910
0,274,200910
0,9,200910
0,19,200910
0,336,200910
0,34,200910
0,24,200910
0,53,200910
0,27,200910
0,102,200910
0,100,200910
0,178,200910
0,45,200910
0,12,200910
0,165,200910
0,17,200910
0,195,200910
0,136,200910
0,48,200910
0,16,200910
0,95,200910
0,64,200910
0,4,200910
0,40,200910
0,6,200910
0,21,200910
0,133,200910
0,29,200910
0,72,200910
0,28,200910
0,83,200910
0,85,200910
0,14,200910
0,11,200910
0,135,200910
0,146,200910
0,32,200910
0,80,200910
0,154,200910
0,46,200910
0,31,200910
0,10,200910
0,108,200910
0,59,200910
0,35,200910
0,137,200910
0,92,200910
1,1057,200910
1,1236,200910
1,37,200910
1,160,200910
1,1133,200910
1,10,200910
1,146,200910
1,137,200910
1,96,200910
1,941,200910
1,28,200910
1,175,200910
1,784,200910
1,72,200910
1,209,200910
1,77,200910
1,121,200910
1,143,200910
1,136,200910
1,23,200910
1,5,200910
1,138,200910
1,101,200910
1,444,200910
1,739,200910
1,133,200910
1,247,200910
1,14,200910
1,415,200910
1,51,200910
1,69,200910
1,26,200910
1,27,200910
1,19,200910
1,213,200910
1,9,200910
1,180,200910
1,17,200910
1,85,200910
1,183,200910
1,666,200910
1,299,200910
1,35,200910
1,100,200910
1,6,200910
1,25,200910
1,317,200910
1,112,200910
1,33,200910
1,139,200910
1,4,200910
1,48,200910
1,0,200910
1,1355,200910
1,13,200910
1,12,200910
1,119,200910
1,18,200910
1,149,200910
1,52,200910
1,11,200910
1,130,200910
1,165,200910
1,70,200910
1,150,200910
1,261,200910
1,64,200910
1,34,200910
1,110,200910
1,113,200910
1,83,200910
1,243,200910
1,8,200910
1,2,200910
1,20,200910
1,155,200910
1,132,200910
1,124,200910
1,32,200910
1,80,200910
1,102,200910
1,142,200910
1,40,200910
1,108,200910
1,81,200910
1,59,200910
1,53,200910
1,60,200910
1,211,200910
1,54,200910
1,906,200910
1,107,200910
1,97,200910
1,7,200910
1,89,200910
1,189,200910
1,274,200910
1,31,200910
1,16,200910
1,154,200910
1,92,200910
1,99,200910
1,21,200910
1,29,200910
1,22,200910
1,135,200910
1,46,200910
2,92,200910
2,143,200910
2,282,200910
2,47,200910
2,25,200910
2,138,200910
2,552,200910
2,93,200910
2,160,200910
2,782,200910
2,87,200910
2,339,200910
2,167,200910
2,385,200910
2,137,200910
2,165,200910
2,213,200910
2,58,200910
2,16,200910
2,32,200910
2,84,200910
2,142,200910
2,21,200910
2,211,200910
2,189,200910
2,27,200910
2,38,200910
2,133,200910
2,22,200910
2,85,200910
2,77,200910
2,69,200910
2,51,200910
2,123,200910
2,99,200910
2,6,200910
2,54,200910
2,64,200910
2,304,200910
2,135,200910
2,113,200910
2,35,200910
2,0,200910
2,17,200910
2,1,200910
2,12,200910
2,11,200910
2,107,200910
2,14,200910
2,274,200910
2,544,200910
2,53,200910
2,1147,200910
2,97,200910
2,301,200910
2,346,200910
2,341,200910
2,66,200910
2,72,200910
2,60,200910
2,4,200910
2,146,200910
2,83,200910
2,136,200910
2,46,200910
2,5,200910
2,1169,200910
2,26,200910
2,96,200910
2,157,200910
2,80,200910
2,124,200910
2,116,200910
2,48,200910
2,154,200910
2,112,200910
2,20,200910
2,18,200910
2,29,200910
2,108,200910
2,19,200910
2,28,200910
2,31,200910
2,10,200910
3,311,200910
3,69,200910
3,51,200910
3,4,200910
4,5,200910
4,112,200910
4,69,200910
4,110,200910
4,247,200910
4,127,200910
4,843,200910
4,160,200910
4,85,200910
4,1070,200910
4,2,200910
4,222,200910
4,427,200910
4,51,200910
4,20,200910
4,109,200910
4,77,200910
4,100,200910
4,14,200910
4,142,200910
4,28,200910
4,22,200910
4,27,200910
4,143,200910
4,305,200910
4,60,200910
4,64,200910
4,113,200910
4,165,200910
4,83,200910
4,741,200910
4,139,200910
4,17,200910
4,154,200910
4,40,200910
4,633,200910
4,124,200910
4,301,200910
4,544,200910
4,16,200910
4,92,200910
4,119,200910
4,137,200910
4,6,200910
4,13,200910
4,108,200910
4,1,200910
