i,j,t
0,137,199512
0,25,199512
0,19,199512
0,139,199512
0,28,199512
0,22,199512
0,97,199512
0,24,199512
0,89,199512
0,117,199512
0,14,199512
0,6,199512
0,176,199512
0,40,199512
0,116,199512
0,142,199512
0,143,199512
0,180,199512
0,32,199512
0,69,199512
0,54,199512
0,47,199512
0,122,199512
0,96,199512
0,18,199512
0,149,199512
0,27,199512
0,165,199512
0,114,199512
0,13,199512
0,15,199512
0,126,199512
0,161,199512
0,134,199512
0,52,199512
0,5,199512
0,77,199512
0,21,199512
0,135,199512
0,10,199512
0,16,199512
0,26,199512
0,108,199512
0,136,199512
0,85,199512
0,20,199512
0,41,199512
0,120,199512
0,99,199512
0,9,199512
0,1,199512
0,4,199512
0,23,199512
0,102,199512
0,17,199512
0,113,199512
0,2,199512
0,36,199512
0,156,199512
0,64,199512
0,72,199512
0,81,199512
0,326,199512
0,154,199512
0,48,199512
0,60,199512
0,188,199512
0,124,199512
0,98,199512
0,157,199512
0,59,199512
0,76,199512
0,11,199512
0,31,199512
0,80,199512
0,146,199512
0,160,199512
0,29,199512
0,35,199512
0,46,199512
0,274,199512
0,92,199512
1,30,199512
1,133,199512
1,34,199512
1,17,199512
1,112,199512
1,94,199512
1,48,199512
1,85,199512
1,139,199512
1,27,199512
1,83,199512
1,119,199512
1,29,199512
1,107,199512
1,11,199512
1,137,199512
1,6,199512
1,36,199512
1,52,199512
1,38,199512
1,19,199512
1,60,199512
1,64,199512
1,46,199512
1,117,199512
1,35,199512
1,299,199512
1,0,199512
1,126,199512
1,14,199512
1,13,199512
1,96,199512
1,79,199512
1,26,199512
1,77,199512
1,97,199512
1,180,199512
1,99,199512
1,176,199512
1,132,199512
1,31,199512
1,54,199512
1,125,199512
1,101,199512
1,69,199512
1,265,199512
1,195,199512
1,122,199512
1,16,199512
1,108,199512
1,51,199512
1,135,199512
1,12,199512
1,110,199512
1,376,199512
1,21,199512
1,307,199512
1,5,199512
1,32,199512
1,22,199512
1,183,199512
1,371,199512
1,81,199512
1,346,199512
1,4,199512
1,784,199512
1,7,199512
1,10,199512
1,894,199512
1,28,199512
1,89,199512
1,345,199512
1,143,199512
1,130,199512
1,80,199512
1,115,199512
1,777,199512
1,149,199512
1,213,199512
1,70,199512
1,116,199512
1,59,199512
1,150,199512
1,160,199512
1,124,199512
1,37,199512
1,209,199512
1,136,199512
1,72,199512
1,154,199512
1,53,199512
1,2,199512
1,9,199512
1,18,199512
1,146,199512
1,121,199512
1,25,199512
1,92,199512
1,165,199512
1,20,199512
1,40,199512
1,23,199512
1,113,199512
2,25,199512
2,14,199512
2,97,199512
2,171,199512
2,137,199512
2,29,199512
2,54,199512
2,11,199512
2,82,199512
2,119,199512
2,52,199512
2,36,199512
2,81,199512
2,26,199512
2,176,199512
2,142,199512
2,183,199512
2,18,199512
2,85,199512
2,51,199512
2,10,199512
2,117,199512
2,13,199512
2,21,199512
2,72,199512
2,53,199512
2,59,199512
2,9,199512
2,100,199512
2,19,199512
2,113,199512
2,28,199512
2,4,199512
2,6,199512
2,27,199512
2,143,199512
2,108,199512
2,60,199512
2,77,199512
2,107,199512
2,99,199512
2,35,199512
2,47,199512
2,136,199512
2,32,199512
2,149,199512
2,16,199512
2,248,199512
2,0,199512
2,23,199512
2,80,199512
2,20,199512
2,124,199512
2,5,199512
2,135,199512
2,154,199512
2,96,199512
2,46,199512
2,17,199512
2,146,199512
2,40,199512
2,93,199512
2,31,199512
2,1,199512
2,160,199512
2,165,199512
2,92,199512
2,274,199512
3,300,199512
3,4,199512
4,32,199512
4,69,199512
4,52,199512
4,154,199512
4,36,199512
4,13,199512
4,26,199512
4,76,199512
4,160,199512
4,31,199512
4,137,199512
4,124,199512
4,176,199512
4,761,199512
4,51,199512
4,48,199512
4,866,199512
4,14,199512
4,180,199512
4,85,199512
4,92,199512
4,17,199512
4,136,199512
4,64,199512
4,2,199512
4,19,199512
4,54,199512
4,108,199512
4,27,199512
4,35,199512
4,107,199512
4,149,199512
4,633,199512
4,227,199512
4,6,199512
4,97,199512
4,49,199512
4,305,199512
4,53,199512
4,86,199512
4,0,199512
4,99,199512
4,165,199512
4,129,199512
4,96,199512
4,25,199512
4,60,199512
4,164,199512
4,22,199512
4,113,199512
4,306,199512
4,128,199512
4,213,199512
4,29,199512
4,525,199512
4,23,199512
4,214,199512
4,248,199512
4,133,199512
4,28,199512
4,1,199512
4,10,199512
4,311,199512
4,184,199512
4,3,199512
4,268,199512
4,196,199512
4,301,199512
4,127,199512
4,300,199512
4,16,199512
4,110,199512
4,843,199512
4,50,199512
4,222,199512
4,317,199512
4,59,199512
4,46,199512
4,33,199512
4,427,199512
4,112,199512
4,5,199512
4,183,199512
4,177,199512
4,21,199512
4,109,199512
4,11,199512
4,146,199512
4,40,199512
4,89,199512
4,20,199512
4,18,199512
5,21,199512
5,61,199512
5,20,199512
5,274,199512
5,143,199512
5,112,199512
5,525,199512
5,13,199512
5,102,199512
5,160,199512
5,134,199512
5,52,199512
5,2,199512
5,60,199512
5,180,199512
5,97,199512
5,72,199512
5,27,199512
5,23,199512
5,136,199512
5,19,199512
5,34,199512
5,9,199512
5,116,199512
5,124,199512
5,85,199512
5,26,199512
5,83,199512
5,32,199512
5,25,199512
5,14,199512
5,31,199512
5,12,199512
5,165,199512
5,110,199512
5,154,199512
5,115,199512
5,0,199512
5,16,199512
5,1,199512
5,135,199512
5,69,199512
5,92,199512
5,96,199512
5,183,199512
5,10,199512
5,22,199512
5,4,199512
5,137,199512
5,11,199512
5,29,199512
5,51,199512
5,133,199512
5,113,199512
5,107,199512
5,28,199512
5,17,199512
6,96,199512
6,85,199512
6,13,199512
6,137,199512
6,32,199512
6,48,199512
6,59,199512
6,17,199512
6,35,199512
6,23,199512
6,112,199512
6,129,199512
6,11,199512
6,108,199512
6,161,199512
6,100,199512
6,83,199512
6,15,199512
6,1,199512
6,265,199512
6,183,199512
6,124,199512
6,174,199512
6,211,199512
6,165,199512
6,133,199512
6,27,199512
6,12,199512
6,9,199512
6,171,199512
6,51,199512
6,54,199512
6,18,199512
6,10,199512
6,31,199512
6,4,199512
6,136,199512
6,181,199512
6,160,199512
6,2,199512
6,28,199512
6,77,199512
6,0,199512
6,120,199512
6,20,199512
6,113,199512
6,94,199512
6,114,199512
6,153,199512
6,139,199512
6,154,199512
6,80,199512
6,24,199512
6,60,199512
6,76,199512
6,135,199512
6,45,199512
6,36,199512
6,156,199512
6,338,199512
6,176,199512
6,332,199512
6,277,199512
6,178,199512
6,217,199512
6,38,199512
6,143,199512
6,334,199512
6,14,199512
6,57,199512
6,106,199512
6,82,199512
6,194,199512
6,40,199512
6,19,199512
6,180,199512
6,53,199512
6,126,199512
6,81,199512
6,155,199512
6,55,199512
6,117,199512
6,52,199512
6,102,199512
6,134,199512
6,142,199512
6,97,199512
6,146,199512
6,29,199512
6,16,199512
6,99,199512
6,46,199512
6,25,199512
7,89,199512
7,90,199512
7,8,199512
7,5,199512
7,6,199512
7,25,199512
7,64,199512
7,1,199512
7,23,199512
7,10,199512
7,135,199512
7,243,199512
7,11,199512
7,29,199512
7,17,199512
7,20,199512
7,137,199512
8,6,199512
8,89,199512
8,64,199512
8,90,199512
8,17,199512
8,7,199512
8,29,199512
8,243,199512
8,20,199512
9,85,199512
9,80,199512
9,13,199512
9,137,199512
9,124,199512
9,96,199512
9,97,199512
9,93,199512
9,154,199512
9,25,199512
9,149,199512
9,81,199512
9,165,199512
9,107,199512
9,54,199512
9,38,199512
9,31,199512
9,40,199512
9,180,199512
9,52,199512
9,117,199512
9,98,199512
9,77,199512
9,28,199512
9,183,199512
9,18,199512
9,20,199512
9,146,199512
9,344,199512
9,32,199512
9,133,199512
9,139,199512
9,116,199512
9,112,199512
9,19,199512
9,11,199512
9,0,199512
9,47,199512
9,99,199512
9,29,199512
9,21,199512
9,2,199512
9,5,199512
9,72,199512
9,26,199512
9,115,199512
9,10,199512
9,248,199512
9,23,199512
9,17,199512
9,135,199512
9,53,199512
9,160,199512
9,92,199512
9,1,199512
9,27,199512
9,136,199512
9,274,199512
10,25,199512
10,20,199512
10,129,199512
10,274,199512
10,38,199512
10,30,199512
10,96,199512
10,99,199512
10,102,199512
10,13,199512
10,19,199512
10,14,199512
10,0,199512
10,85,199512
10,108,199512
10,64,199512
10,77,199512
10,26,199512
10,21,199512
10,32,199512
10,17,199512
10,23,199512
10,119,199512
10,154,199512
10,110,199512
10,12,199512
10,6,199512
10,29,199512
10,139,199512
10,18,199512
10,48,199512
10,60,199512
10,36,199512
10,83,199512
10,181,199512
10,97,199512
10,16,199512
10,132,199512
10,5,199512
10,4,199512
10,51,199512
10,213,199512
10,59,199512
10,150,199512
10,136,199512
10,9,199512
10,133,199512
10,72,199512
10,1,199512
10,149,199512
10,54,199512
10,69,199512
10,53,199512
10,11,199512
10,210,199512
10,115,199512
10,34,199512
10,22,199512
10,31,199512
10,165,199512
10,27,199512
10,160,199512
10,46,199512
10,137,199512
10,135,199512
10,92,199512
10,183,199512
10,107,199512
10,40,199512
10,28,199512
10,2,199512
10,112,199512
10,81,199512
10,146,199512
10,113,199512
11,183,199512
11,20,199512
11,112,199512
11,21,199512
11,92,199512
11,0,199512
11,47,199512
11,72,199512
11,97,199512
11,115,199512
11,149,199512
11,107,199512
11,80,199512
11,27,199512
11,31,199512
11,25,199512
11,36,199512
11,12,199512
11,120,199512
11,60,199512
11,35,199512
11,16,199512
11,13,199512
11,83,199512
11,29,199512
11,144,199512
11,85,199512
11,14,199512
11,155,199512
11,248,199512
11,61,199512
11,137,199512
11,9,199512
11,32,199512
11,23,199512
11,6,199512
11,165,199512
11,64,199512
11,139,199512
11,96,199512
11,26,199512
11,1169,199512
11,22,199512
11,19,199512
11,7,199512
11,135,199512
11,89,199512
11,48,199512
11,59,199512
11,133,199512
11,108,199512
11,69,199512
11,213,199512
11,136,199512
11,10,199512
11,196,199512
11,88,199512
11,28,199512
11,154,199512
11,223,199512
11,2,199512
11,150,199512
11,51,199512
11,105,199512
11,177,199512
11,18,199512
11,84,199512
11,169,199512
11,53,199512
11,5,199512
11,1,199512
11,4,199512
11,164,199512
11,86,199512
11,30,199512
11,110,199512
11,17,199512
11,113,199512
11,146,199512
12,132,199512
12,27,199512
12,4,199512
12,20,199512
12,11,199512
12,113,199512
12,22,199512
12,31,199512
12,165,199512
12,96,199512
12,69,199512
12,97,199512
12,80,199512
12,36,199512
12,108,199512
12,94,199512
12,24,199512
12,0,199512
12,176,199512
12,19,199512
12,59,199512
12,26,199512
12,52,199512
12,265,199512
12,6,199512
12,17,199512
12,51,199512
12,72,199512
12,99,199512
12,23,199512
12,181,199512
12,112,199512
12,35,199512
12,53,199512
12,76,199512
12,48,199512
12,60,199512
12,5,199512
12,32,199512
12,107,199512
12,13,199512
12,248,199512
12,121,199512
12,10,199512
12,1,199512
12,28,199512
12,16,199512
12,81,199512
12,77,199512
12,92,199512
12,54,199512
12,160,199512
12,25,199512
12,136,199512
12,154,199512
12,135,199512
12,137,199512
12,18,199512
12,29,199512
13,52,199512
13,251,199512
13,32,199512
13,62,199512
13,10,199512
13,27,199512
13,12,199512
13,132,199512
13,161,199512
13,106,199512
13,113,199512
13,82,199512
13,370,199512
13,131,199512
13,146,199512
13,142,199512
13,141,199512
13,36,199512
13,16,199512
13,15,199512
13,100,199512
13,69,199512
13,60,199512
13,7,199512
13,165,199512
13,85,199512
13,211,199512
13,18,199512
13,89,199512
13,170,199512
13,31,199512
13,53,199512
13,29,199512
13,154,199512
13,48,199512
13,58,199512
13,5,199512
13,137,199512
13,35,199512
13,45,199512
13,213,199512
13,108,199512
13,278,199512
13,0,199512
13,28,199512
13,54,199512
13,17,199512
13,143,199512
13,136,199512
13,92,199512
13,4,199512
13,99,199512
13,22,199512
13,94,199512
13,112,199512
13,64,199512
13,1,199512
13,20,199512
13,96,199512
13,77,199512
13,51,199512
13,140,199512
13,129,199512
13,2,199512
13,294,199512
13,195,199512
13,297,199512
13,375,199512
13,97,199512
13,182,199512
13,283,199512
13,349,199512
13,313,199512
13,76,199512
13,40,199512
13,289,199512
13,83,199512
13,139,199512
13,135,199512
13,126,199512
13,120,199512
13,117,199512
13,180,199512
13,38,199512
13,19,199512
13,155,199512
13,178,199512
13,59,199512
13,119,199512
13,285,199512
13,208,199512
13,114,199512
13,81,199512
13,55,199512
13,134,199512
13,160,199512
13,11,199512
13,25,199512
13,14,199512
13,46,199512
13,26,199512
13,6,199512
14,64,199512
14,17,199512
14,26,199512
14,27,199512
14,12,199512
14,19,199512
14,165,199512
14,94,199512
14,99,199512
14,5,199512
14,113,199512
14,15,199512
14,77,199512
14,129,199512
14,136,199512
14,107,199512
14,13,199512
14,96,199512
14,69,199512
14,181,199512
14,112,199512
14,265,199512
14,61,199512
14,307,199512
14,132,199512
14,28,199512
14,108,199512
14,54,199512
14,60,199512
14,23,199512
14,41,199512
14,224,199512
14,20,199512
14,51,199512
14,53,199512
14,4,199512
14,18,199512
14,32,199512
14,1,199512
14,85,199512
14,97,199512
14,81,199512
14,11,199512
14,36,199512
14,135,199512
14,9,199512
14,10,199512
14,29,199512
14,22,199512
14,2,199512
14,57,199512
14,25,199512
14,124,199512
14,76,199512
14,293,199512
14,1020,199512
14,59,199512
14,180,199512
14,80,199512
14,142,199512
14,0,199512
14,6,199512
14,117,199512
14,140,199512
14,172,199512
14,92,199512
14,139,199512
14,83,199512
14,35,199512
14,143,199512
14,38,199512
14,120,199512
14,31,199512
14,100,199512
14,102,199512
14,48,199512
14,52,199512
14,16,199512
14,154,199512
14,146,199512
14,137,199512
14,40,199512
14,46,199512
15,132,199512
15,19,199512
15,120,199512
15,81,199512
15,233,199512
15,143,199512
15,271,199512
15,101,199512
15,137,199512
15,60,199512
15,6,199512
15,104,199512
15,100,199512
15,51,199512
15,22,199512
15,11,199512
15,160,199512
15,46,199512
15,97,199512
15,154,199512
15,18,199512
15,29,199512
15,136,199512
16,32,199512
16,64,199512
16,12,199512
16,213,199512
16,11,199512
16,96,199512
16,132,199512
16,31,199512
16,139,199512
16,112,199512
16,137,199512
16,145,199512
16,52,199512
16,14,199512
16,27,199512
16,23,199512
16,154,199512
16,22,199512
16,30,199512
16,86,199512
16,142,199512
16,107,199512
16,61,199512
16,25,199512
16,1,199512
16,29,199512
16,101,199512
16,78,199512
16,51,199512
16,120,199512
16,28,199512
16,45,199512
16,171,199512
16,76,199512
16,155,199512
16,237,199512
16,60,199512
16,85,199512
16,40,199512
16,136,199512
16,320,199512
16,18,199512
16,0,199512
16,57,199512
16,5,199512
16,17,199512
16,13,199512
16,63,199512
16,133,199512
16,55,199512
16,124,199512
16,38,199512
16,102,199512
16,248,199512
16,36,199512
16,108,199512
16,10,199512
16,94,199512
16,92,199512
16,2,199512
16,129,199512
16,9,199512
16,176,199512
16,197,199512
16,65,199512
16,242,199512
16,79,199512
16,77,199512
16,143,199512
16,54,199512
16,180,199512
16,59,199512
16,175,199512
16,100,199512
16,126,199512
16,170,199512
16,160,199512
16,117,199512
16,24,199512
16,146,199512
16,81,199512
16,181,199512
16,4,199512
16,35,199512
16,48,199512
16,19,199512
16,20,199512
16,99,199512
16,97,199512
16,46,199512
16,135,199512
16,26,199512
16,6,199512
17,133,199512
17,165,199512
17,6,199512
17,89,199512
17,25,199512
17,34,199512
17,54,199512
