i,j,t
0,1147,200711
0,25,200711
0,274,200711
0,282,200711
0,143,200711
0,97,200711
0,433,200711
0,69,200711
0,6,200711
0,160,200711
0,36,200711
0,21,200711
0,15,200711
0,40,200711
0,81,200711
0,107,200711
0,142,200711
0,739,200711
0,112,200711
0,124,200711
0,23,200711
0,38,200711
0,19,200711
0,102,200711
0,13,200711
0,154,200711
0,93,200711
0,169,200711
0,165,200711
0,100,200711
0,72,200711
0,155,200711
0,27,200711
0,32,200711
0,136,200711
0,11,200711
0,29,200711
0,77,200711
0,9,200711
0,22,200711
0,2,200711
0,117,200711
0,14,200711
0,133,200711
0,4,200711
0,83,200711
0,64,200711
0,92,200711
0,149,200711
0,375,200711
0,288,200711
0,45,200711
0,180,200711
0,46,200711
0,16,200711
0,17,200711
0,10,200711
0,131,200711
0,144,200711
0,119,200711
0,96,200711
0,26,200711
0,145,200711
0,85,200711
0,28,200711
0,80,200711
0,5,200711
0,146,200711
0,60,200711
0,1,200711
0,18,200711
0,48,200711
0,99,200711
0,135,200711
0,31,200711
0,59,200711
0,108,200711
0,35,200711
0,137,200711
1,552,200711
1,77,200711
1,138,200711
1,175,200711
1,27,200711
1,160,200711
1,10,200711
1,209,200711
1,17,200711
1,136,200711
1,165,200711
1,5,200711
1,457,200711
1,31,200711
1,433,200711
1,89,200711
1,143,200711
1,137,200711
1,23,200711
1,22,200711
1,96,200711
1,784,200711
1,28,200711
1,112,200711
1,317,200711
1,914,200711
1,37,200711
1,29,200711
1,139,200711
1,966,200711
1,59,200711
1,995,200711
1,99,200711
1,36,200711
1,21,200711
1,52,200711
1,131,200711
1,133,200711
1,1335,200711
1,46,200711
1,51,200711
1,25,200711
1,1194,200711
1,92,200711
1,18,200711
1,121,200711
1,9,200711
1,48,200711
1,0,200711
1,14,200711
1,777,200711
1,97,200711
1,135,200711
1,26,200711
1,108,200711
1,4,200711
1,146,200711
1,154,200711
1,19,200711
1,86,200711
1,100,200711
1,30,200711
1,32,200711
1,536,200711
1,548,200711
1,33,200711
1,76,200711
1,299,200711
1,157,200711
1,303,200711
1,35,200711
1,60,200711
1,161,200711
1,941,200711
1,13,200711
1,183,200711
1,345,200711
1,1355,200711
1,180,200711
1,16,200711
1,116,200711
1,20,200711
1,69,200711
1,11,200711
1,395,200711
1,149,200711
1,184,200711
1,130,200711
1,119,200711
1,115,200711
1,243,200711
1,124,200711
1,85,200711
1,70,200711
1,261,200711
1,64,200711
1,2,200711
1,107,200711
1,34,200711
1,83,200711
1,81,200711
1,7,200711
1,80,200711
1,40,200711
1,142,200711
1,8,200711
1,110,200711
1,132,200711
1,102,200711
1,155,200711
1,113,200711
1,906,200711
1,274,200711
1,211,200711
1,189,200711
1,12,200711
1,54,200711
1,213,200711
1,150,200711
1,72,200711
1,53,200711
1,6,200711
2,879,200711
2,98,200711
2,81,200711
2,433,200711
2,92,200711
2,160,200711
2,188,200711
2,93,200711
2,138,200711
2,21,200711
2,32,200711
2,165,200711
2,1329,200711
2,143,200711
2,452,200711
2,25,200711
2,40,200711
2,339,200711
2,137,200711
