i,j,t
0,101,200807
0,25,200807
0,157,200807
0,52,200807
0,433,200807
0,143,200807
0,120,200807
0,99,200807
0,118,200807
0,160,200807
0,78,200807
0,167,200807
0,41,200807
0,40,200807
0,29,200807
0,83,200807
0,23,200807
0,12,200807
0,93,200807
0,72,200807
0,142,200807
0,22,200807
0,64,200807
0,35,200807
0,115,200807
0,165,200807
0,16,200807
0,107,200807
0,27,200807
0,62,200807
0,11,200807
0,32,200807
0,21,200807
0,4,200807
0,394,200807
0,112,200807
0,117,200807
0,60,200807
0,77,200807
0,860,200807
0,133,200807
0,6,200807
0,132,200807
0,13,200807
0,138,200807
0,155,200807
0,97,200807
0,76,200807
0,38,200807
0,178,200807
0,59,200807
0,96,200807
0,286,200807
0,51,200807
0,149,200807
0,119,200807
0,44,200807
0,346,200807
0,26,200807
0,102,200807
0,28,200807
0,100,200807
0,85,200807
0,54,200807
0,14,200807
0,19,200807
0,136,200807
0,17,200807
0,5,200807
0,2,200807
0,18,200807
0,46,200807
0,146,200807
0,1,200807
0,135,200807
0,154,200807
0,80,200807
0,48,200807
0,31,200807
0,10,200807
0,108,200807
0,274,200807
0,137,200807
0,92,200807
1,5,200807
1,23,200807
1,784,200807
1,97,200807
1,138,200807
1,433,200807
1,77,200807
1,375,200807
1,914,200807
1,113,200807
1,143,200807
1,136,200807
1,22,200807
1,137,200807
1,85,200807
1,115,200807
1,1236,200807
1,209,200807
1,160,200807
1,10,200807
1,175,200807
1,27,200807
1,96,200807
1,25,200807
1,18,200807
1,112,200807
1,177,200807
1,53,200807
1,30,200807
1,14,200807
1,93,200807
1,150,200807
1,47,200807
1,52,200807
1,28,200807
1,31,200807
1,38,200807
1,211,200807
1,54,200807
1,64,200807
1,83,200807
1,21,200807
1,29,200807
1,36,200807
1,60,200807
1,4,200807
1,86,200807
1,161,200807
1,16,200807
1,81,200807
1,75,200807
1,74,200807
1,299,200807
1,32,200807
1,100,200807
1,110,200807
1,26,200807
1,941,200807
1,180,200807
1,119,200807
1,1355,200807
1,48,200807
1,69,200807
1,116,200807
1,107,200807
1,183,200807
1,157,200807
1,11,200807
1,17,200807
1,70,200807
1,12,200807
1,130,200807
1,133,200807
1,80,200807
1,184,200807
1,34,200807
1,261,200807
1,37,200807
1,124,200807
1,142,200807
1,40,200807
1,108,200807
1,35,200807
1,132,200807
1,906,200807
1,9,200807
1,33,200807
1,0,200807
1,155,200807
1,102,200807
1,2,200807
1,8,200807
1,146,200807
1,213,200807
1,243,200807
1,165,200807
1,274,200807
1,19,200807
1,189,200807
1,89,200807
1,59,200807
1,72,200807
1,121,200807
1,7,200807
1,51,200807
1,6,200807
1,13,200807
1,154,200807
1,20,200807
1,99,200807
1,92,200807
1,135,200807
1,46,200807
2,87,200807
2,339,200807
2,160,200807
2,80,200807
2,385,200807
2,552,200807
2,124,200807
2,427,200807
2,433,200807
2,17,200807
2,108,200807
2,165,200807
2,62,200807
2,25,200807
2,143,200807
2,14,200807
2,138,200807
2,59,200807
2,137,200807
2,93,200807
2,35,200807
2,53,200807
2,94,200807
2,134,200807
2,19,200807
2,29,200807
2,22,200807
2,121,200807
2,213,200807
2,6,200807
2,142,200807
2,133,200807
2,180,200807
2,38,200807
2,36,200807
2,99,200807
2,102,200807
2,83,200807
2,154,200807
2,149,200807
2,13,200807
2,0,200807
2,27,200807
2,11,200807
2,48,200807
2,136,200807
2,97,200807
2,40,200807
2,77,200807
2,146,200807
2,113,200807
2,26,200807
2,5,200807
2,115,200807
2,51,200807
2,96,200807
2,45,200807
2,107,200807
2,1147,200807
2,46,200807
2,58,200807
2,23,200807
2,346,200807
2,64,200807
2,52,200807
2,1169,200807
2,34,200807
2,32,200807
2,20,200807
2,4,200807
2,81,200807
2,155,200807
2,16,200807
2,21,200807
2,100,200807
2,119,200807
2,12,200807
2,9,200807
2,116,200807
2,72,200807
2,112,200807
2,10,200807
2,18,200807
2,1,200807
2,28,200807
2,60,200807
2,31,200807
2,135,200807
2,92,200807
2,274,200807
3,69,200807
3,807,200807
3,311,200807
3,712,200807
3,866,200807
4,843,200807
4,109,200807
4,222,200807
4,5,200807
4,166,200807
4,121,200807
4,12,200807
4,427,200807
4,127,200807
4,1070,200807
4,160,200807
4,110,200807
4,138,200807
4,221,200807
4,69,200807
4,1319,200807
4,0,200807
4,48,200807
4,126,200807
4,180,200807
