i,j,t
0,160,200811
0,118,200811
0,161,200811
0,510,200811
0,143,200811
0,433,200811
0,25,200811
0,64,200811
0,512,200811
0,156,200811
0,22,200811
0,11,200811
0,16,200811
0,278,200811
0,93,200811
0,117,200811
0,18,200811
0,115,200811
0,38,200811
0,85,200811
0,180,200811
0,102,200811
0,107,200811
0,29,200811
0,40,200811
0,51,200811
0,23,200811
0,142,200811
0,45,200811
0,112,200811
0,83,200811
0,120,200811
0,96,200811
0,99,200811
0,155,200811
0,24,200811
0,92,200811
0,35,200811
0,21,200811
0,46,200811
0,97,200811
0,274,200811
0,119,200811
0,52,200811
0,78,200811
0,6,200811
0,149,200811
0,9,200811
0,17,200811
0,26,200811
0,28,200811
0,19,200811
0,113,200811
0,72,200811
0,14,200811
0,32,200811
0,27,200811
0,124,200811
0,5,200811
0,108,200811
0,165,200811
0,74,200811
0,36,200811
0,154,200811
0,4,200811
0,20,200811
0,13,200811
0,100,200811
0,2,200811
0,146,200811
0,135,200811
0,1,200811
0,136,200811
0,48,200811
0,80,200811
0,10,200811
0,31,200811
0,59,200811
0,60,200811
0,137,200811
1,433,200811
1,23,200811
1,209,200811
1,138,200811
1,143,200811
1,27,200811
1,784,200811
1,137,200811
1,1236,200811
1,22,200811
1,136,200811
1,48,200811
1,160,200811
1,914,200811
1,96,200811
1,5,200811
1,77,200811
1,10,200811
1,2,200811
1,47,200811
1,155,200811
1,817,200811
1,247,200811
1,38,200811
1,52,200811
1,120,200811
1,85,200811
1,892,200811
1,180,200811
1,942,200811
1,97,200811
1,31,200811
1,13,200811
1,25,200811
1,93,200811
1,12,200811
1,112,200811
1,11,200811
1,6,200811
1,9,200811
1,46,200811
1,17,200811
1,21,200811
1,124,200811
1,99,200811
1,274,200811
1,81,200811
1,64,200811
1,83,200811
1,36,200811
1,133,200811
1,26,200811
1,14,200811
1,139,200811
1,345,200811
1,45,200811
1,70,200811
1,32,200811
1,131,200811
1,80,200811
1,19,200811
1,86,200811
1,301,200811
1,154,200811
1,317,200811
1,20,200811
1,115,200811
1,941,200811
1,299,200811
1,1355,200811
1,119,200811
1,183,200811
1,116,200811
1,16,200811
1,161,200811
1,149,200811
1,100,200811
1,69,200811
1,130,200811
1,243,200811
1,113,200811
1,8,200811
1,34,200811
1,0,200811
1,40,200811
1,60,200811
1,102,200811
1,110,200811
1,142,200811
1,261,200811
1,132,200811
1,35,200811
1,108,200811
1,165,200811
1,59,200811
1,146,200811
1,18,200811
1,107,200811
1,906,200811
1,211,200811
1,37,200811
1,7,200811
1,54,200811
1,189,200811
1,89,200811
1,72,200811
1,53,200811
1,213,200811
1,150,200811
1,121,200811
1,51,200811
1,4,200811
1,92,200811
1,29,200811
1,135,200811
1,28,200811
2,160,200811
2,333,200811
2,552,200811
2,143,200811
2,137,200811
2,87,200811
2,385,200811
2,97,200811
2,93,200811
2,25,200811
2,138,200811
2,339,200811
2,85,200811
2,121,200811
2,433,200811
2,165,200811
2,19,200811
2,211,200811
2,18,200811
2,96,200811
2,120,200811
2,112,200811
2,12,200811
2,32,200811
2,113,200811
2,20,200811
2,136,200811
2,14,200811
2,69,200811
2,13,200811
2,102,200811
2,99,200811
2,149,200811
2,11,200811
2,83,200811
2,48,200811
2,22,200811
2,906,200811
2,107,200811
2,29,200811
2,167,200811
2,115,200811
2,38,200811
2,23,200811
2,81,200811
2,31,200811
2,21,200811
2,92,200811
2,54,200811
2,17,200811
2,0,200811
2,6,200811
2,154,200811
2,80,200811
2,274,200811
2,133,200811
2,40,200811
2,129,200811
2,146,200811
2,1,200811
2,46,200811
2,9,200811
2,1147,200811
2,45,200811
2,16,200811
2,28,200811
2,26,200811
2,1169,200811
2,346,200811
2,119,200811
2,52,200811
2,4,200811
2,64,200811
2,124,200811
2,51,200811
2,27,200811
2,5,200811
2,116,200811
2,77,200811
2,108,200811
2,60,200811
2,135,200811
2,10,200811
3,69,200811
3,807,200811
3,311,200811
4,109,200811
4,5,200811
4,427,200811
4,222,200811
4,160,200811
4,20,200811
4,21,200811
4,11,200811
4,110,200811
4,136,200811
4,127,200811
4,843,200811
4,119,200811
4,180,200811
4,48,200811
4,30,200811
4,116,200811
4,32,200811
4,25,200811
4,83,200811
4,143,200811
4,61,200811
4,27,200811
4,59,200811
4,19,200811
4,6,200811
4,45,200811
4,100,200811
4,26,200811
4,12,200811
4,113,200811
4,35,200811
4,133,200811
4,77,200811
4,29,200811
4,96,200811
4,633,200811
4,108,200811
4,14,200811
4,99,200811
4,305,200811
4,80,200811
4,22,200811
4,97,200811
4,16,200811
4,154,200811
4,274,200811
4,301,200811
4,107,200811
4,165,200811
4,1169,200811
4,64,200811
4,92,200811
4,13,200811
4,17,200811
4,128,200811
4,306,200811
4,81,200811
4,137,200811
4,8,200811
4,0,200811
4,346,200811
4,23,200811
4,49,200811
4,2,200811
4,28,200811
4,60,200811
4,268,200811
4,85,200811
4,105,200811
4,88,200811
4,69,200811
4,189,200811
4,819,200811
4,84,200811
4,317,200811
4,300,200811
4,18,200811
4,86,200811
4,184,200811
4,51,200811
4,31,200811
4,150,200811
4,223,200811
4,311,200811
4,214,200811
4,89,200811
4,243,200811
4,7,200811
4,33,200811
4,50,200811
4,46,200811
4,164,200811
4,183,200811
4,112,200811
4,121,200811
4,135,200811
4,196,200811
4,213,200811
4,1,200811
4,146,200811
4,10,200811
4,177,200811
5,552,200811
5,89,200811
5,160,200811
5,112,200811
5,150,200811
5,22,200811
5,274,200811
5,39,200811
5,261,200811
5,1238,200811
5,19,200811
5,51,200811
5,20,200811
5,53,200811
5,105,200811
5,18,200811
5,110,200811
5,11,200811
5,17,200811
5,137,200811
5,817,200811
5,77,200811
5,177,200811
5,6,200811
5,29,200811
5,132,200811
5,819,200811
5,23,200811
5,107,200811
5,154,200811
5,143,200811
5,28,200811
5,21,200811
5,86,200811
5,1,200811
5,4,200811
5,501,200811
