i,j,t
0,552,201108
0,160,201108
0,72,201108
0,53,201108
0,1194,201108
0,35,201108
0,51,201108
0,28,201108
0,512,201108
0,143,201108
0,188,201108
0,101,201108
0,26,201108
0,1,201108
0,29,201108
0,99,201108
0,32,201108
0,115,201108
0,12,201108
0,113,201108
0,250,201108
0,107,201108
0,133,201108
0,4,201108
0,116,201108
0,139,201108
0,112,201108
0,11,201108
0,2,201108
0,19,201108
0,10,201108
0,38,201108
0,22,201108
0,16,201108
0,93,201108
0,81,201108
0,52,201108
0,96,201108
0,14,201108
0,18,201108
0,142,201108
0,102,201108
0,165,201108
0,54,201108
0,83,201108
0,134,201108
0,180,201108
0,85,201108
0,346,201108
0,64,201108
0,48,201108
0,17,201108
0,59,201108
0,120,201108
0,13,201108
0,27,201108
0,149,201108
0,6,201108
0,45,201108
0,155,201108
0,92,201108
0,20,201108
0,21,201108
0,124,201108
0,100,201108
0,25,201108
0,9,201108
0,5,201108
0,146,201108
0,136,201108
0,154,201108
0,80,201108
0,46,201108
0,135,201108
0,31,201108
0,108,201108
0,60,201108
0,97,201108
0,274,201108
0,137,201108
1,136,201108
1,28,201108
1,175,201108
1,552,201108
1,209,201108
1,784,201108
1,77,201108
1,160,201108
1,1236,201108
1,5,201108
1,113,201108
1,97,201108
1,26,201108
1,108,201108
1,11,201108
1,64,201108
1,146,201108
1,10,201108
1,60,201108
1,139,201108
1,2,201108
1,4,201108
1,20,201108
1,21,201108
1,96,201108
1,121,201108
1,23,201108
1,143,201108
1,6,201108
1,169,201108
1,214,201108
1,15,201108
1,147,201108
1,13,201108
1,40,201108
1,1366,201108
1,176,201108
1,120,201108
1,0,201108
1,32,201108
1,9,201108
1,76,201108
1,18,201108
1,52,201108
1,14,201108
1,85,201108
1,89,201108
1,132,201108
1,112,201108
1,17,201108
1,181,201108
1,22,201108
1,906,201108
1,19,201108
1,116,201108
1,133,201108
1,93,201108
1,154,201108
1,536,201108
1,299,201108
1,180,201108
1,24,201108
1,38,201108
1,43,201108
1,25,201108
1,99,201108
1,119,201108
1,83,201108
1,57,201108
1,1355,201108
1,16,201108
1,100,201108
1,941,201108
1,27,201108
1,115,201108
1,12,201108
1,130,201108
1,107,201108
1,70,201108
1,183,201108
1,80,201108
1,48,201108
1,124,201108
1,35,201108
1,261,201108
1,69,201108
1,37,201108
1,59,201108
1,142,201108
1,155,201108
1,54,201108
1,102,201108
1,110,201108
1,72,201108
1,8,201108
1,211,201108
1,243,201108
1,81,201108
1,213,201108
1,274,201108
1,51,201108
1,31,201108
1,189,201108
1,7,201108
1,150,201108
1,165,201108
1,29,201108
1,92,201108
1,137,201108
1,135,201108
1,46,201108
2,552,201108
2,385,201108
2,165,201108
2,339,201108
2,160,201108
2,282,201108
2,137,201108
2,483,201108
2,85,201108
2,16,201108
2,77,201108
2,93,201108
2,138,201108
2,143,201108
2,133,201108
2,64,201108
2,46,201108
2,60,201108
2,1,201108
2,10,201108
2,906,201108
2,150,201108
2,12,201108
2,18,201108
2,211,201108
2,87,201108
2,23,201108
2,124,201108
2,69,201108
2,213,201108
2,177,201108
2,32,201108
2,58,201108
2,83,201108
2,0,201108
2,155,201108
2,176,201108
2,274,201108
2,19,201108
2,107,201108
2,28,201108
2,11,201108
2,108,201108
2,97,201108
2,180,201108
2,26,201108
2,6,201108
2,120,201108
2,119,201108
2,17,201108
2,51,201108
2,393,201108
2,40,201108
2,25,201108
2,53,201108
2,81,201108
2,38,201108
2,183,201108
2,29,201108
2,167,201108
2,72,201108
2,22,201108
2,178,201108
2,4,201108
2,341,201108
2,346,201108
2,48,201108
2,142,201108
2,136,201108
2,80,201108
2,115,201108
2,52,201108
2,149,201108
2,21,201108
2,13,201108
2,157,201108
2,113,201108
2,20,201108
2,5,201108
2,154,201108
2,112,201108
2,9,201108
2,27,201108
2,96,201108
2,54,201108
2,59,201108
2,31,201108
2,135,201108
2,14,201108
2,92,201108
3,311,201108
3,69,201108
4,110,201108
4,222,201108
4,843,201108
4,1315,201108
4,109,201108
4,427,201108
4,17,201108
4,160,201108
4,1070,201108
4,5,201108
4,247,201108
4,99,201108
4,25,201108
4,135,201108
4,9,201108
4,40,201108
4,102,201108
4,305,201108
4,127,201108
4,14,201108
4,10,201108
4,23,201108
4,51,201108
4,1,201108
4,20,201108
4,32,201108
4,6,201108
4,143,201108
4,60,201108
4,395,201108
4,22,201108
4,781,201108
4,72,201108
4,52,201108
4,74,201108
4,26,201108
4,176,201108
4,96,201108
4,214,201108
4,19,201108
4,64,201108
4,18,201108
4,2,201108
4,108,201108
4,180,201108
4,48,201108
4,97,201108
4,83,201108
4,139,201108
4,196,201108
4,115,201108
4,54,201108
4,85,201108
4,124,201108
4,211,201108
4,113,201108
4,81,201108
4,13,201108
4,77,201108
4,137,201108
4,181,201108
4,544,201108
4,375,201108
4,100,201108
4,12,201108
4,75,201108
4,16,201108
4,741,201108
4,119,201108
4,36,201108
4,80,201108
4,28,201108
4,136,201108
4,165,201108
4,346,201108
4,45,201108
4,29,201108
4,92,201108
4,155,201108
4,1169,201108
4,0,201108
4,59,201108
4,128,201108
4,633,201108
4,142,201108
4,592,201108
4,306,201108
4,133,201108
4,11,201108
4,88,201108
4,268,201108
4,317,201108
4,150,201108
4,274,201108
4,189,201108
4,84,201108
4,69,201108
4,819,201108
4,27,201108
4,300,201108
4,213,201108
4,154,201108
4,301,201108
4,31,201108
4,86,201108
4,50,201108
4,311,201108
4,30,201108
4,183,201108
4,184,201108
4,107,201108
4,35,201108
4,243,201108
4,8,201108
4,7,201108
4,33,201108
4,223,201108
4,146,201108
4,164,201108
4,89,201108
4,121,201108
4,177,201108
4,112,201108
4,21,201108
4,46,201108
5,552,201108
5,110,201108
5,6,201108
5,150,201108
5,89,201108
5,77,201108
5,10,201108
5,17,201108
5,160,201108
5,261,201108
5,23,201108
5,51,201108
5,1,201108
5,4,201108
5,11,201108
5,21,201108
5,1121,201108
5,819,201108
5,817,201108
5,26,201108
5,39,201108
5,137,201108
5,19,201108
5,143,201108
5,29,201108
5,2,201108
5,48,201108
5,96,201108
5,133,201108
5,54,201108
5,142,201108
5,32,201108
5,45,201108
5,1366,201108
5,36,201108
5,102,201108
5,14,201108
5,119,201108
5,124,201108
5,108,201108
5,27,201108
5,13,201108
5,121,201108
5,38,201108
5,0,201108
5,149,201108
5,52,201108
5,247,201108
5,116,201108
5,115,201108
5,25,201108
5,18,201108
5,16,201108
5,40,201108
5,155,201108
5,9,201108
5,33,201108
5,165,201108
5,64,201108
5,12,201108
5,8,201108
5,72,201108
5,60,201108
5,31,201108
5,154,201108
5,211,201108
5,22,201108
5,274,201108
5,243,201108
5,7,201108
5,222,201108
5,85,201108
5,59,201108
5,183,201108
5,107,201108
5,136,201108
5,69,201108
