i,j,t
0,552,200911
0,98,200911
0,58,200911
0,60,200911
0,160,200911
0,118,200911
0,188,200911
0,143,200911
0,36,200911
0,28,200911
0,14,200911
0,93,200911
0,102,200911
0,77,200911
0,180,200911
0,72,200911
0,40,200911
0,120,200911
0,126,200911
0,23,200911
0,17,200911
0,11,200911
0,83,200911
0,154,200911
0,117,200911
0,32,200911
0,38,200911
0,9,200911
0,133,200911
0,99,200911
0,53,200911
0,18,200911
0,24,200911
0,183,200911
0,1,200911
0,26,200911
0,13,200911
0,21,200911
0,155,200911
0,81,200911
0,35,200911
0,274,200911
0,6,200911
0,51,200911
0,892,200911
0,44,200911
0,149,200911
0,107,200911
0,165,200911
0,346,200911
0,12,200911
0,97,200911
0,19,200911
0,135,200911
0,142,200911
0,113,200911
0,5,200911
0,45,200911
0,266,200911
0,136,200911
0,108,200911
0,52,200911
0,124,200911
0,146,200911
0,112,200911
0,64,200911
0,16,200911
0,29,200911
0,46,200911
0,4,200911
0,96,200911
0,20,200911
0,100,200911
0,27,200911
0,25,200911
0,85,200911
0,2,200911
0,80,200911
0,48,200911
0,10,200911
0,31,200911
0,59,200911
0,137,200911
0,92,200911
1,23,200911
1,160,200911
1,121,200911
1,536,200911
1,96,200911
1,5,200911
1,35,200911
1,77,200911
1,143,200911
1,175,200911
1,1236,200911
1,784,200911
1,10,200911
1,138,200911
1,209,200911
1,136,200911
1,101,200911
1,28,200911
1,146,200911
1,32,200911
1,47,200911
1,108,200911
1,31,200911
1,18,200911
1,97,200911
1,892,200911
1,14,200911
1,135,200911
1,46,200911
1,29,200911
1,93,200911
1,139,200911
1,17,200911
1,116,200911
1,0,200911
1,115,200911
1,51,200911
1,83,200911
1,157,200911
1,92,200911
1,85,200911
1,99,200911
1,52,200911
1,154,200911
1,100,200911
1,25,200911
1,482,200911
1,149,200911
1,16,200911
1,299,200911
1,4,200911
1,19,200911
1,344,200911
1,137,200911
1,69,200911
1,133,200911
1,33,200911
1,27,200911
1,26,200911
1,1355,200911
1,941,200911
1,1194,200911
1,161,200911
1,54,200911
1,119,200911
1,13,200911
1,183,200911
1,22,200911
1,11,200911
1,48,200911
1,130,200911
1,20,200911
1,64,200911
1,70,200911
1,150,200911
1,261,200911
1,8,200911
1,243,200911
1,113,200911
1,165,200911
1,110,200911
1,124,200911
1,80,200911
1,81,200911
1,132,200911
1,155,200911
1,102,200911
1,2,200911
1,142,200911
1,60,200911
1,40,200911
1,59,200911
1,211,200911
1,37,200911
1,53,200911
1,906,200911
1,107,200911
1,7,200911
1,72,200911
1,189,200911
1,89,200911
1,274,200911
1,9,200911
1,12,200911
1,213,200911
1,6,200911
1,112,200911
1,21,200911
2,165,200911
2,58,200911
2,161,200911
2,385,200911
2,198,200911
2,160,200911
2,327,200911
2,143,200911
2,339,200911
2,175,200911
2,17,200911
2,85,200911
2,552,200911
2,138,200911
2,93,200911
2,87,200911
2,83,200911
2,21,200911
2,320,200911
2,155,200911
2,52,200911
2,51,200911
2,77,200911
2,16,200911
2,6,200911
2,84,200911
2,23,200911
2,119,200911
2,136,200911
2,22,200911
2,11,200911
2,46,200911
2,544,200911
2,20,200911
2,115,200911
2,123,200911
2,1,200911
2,5,200911
2,92,200911
2,0,200911
2,9,200911
2,265,200911
2,101,200911
2,64,200911
2,97,200911
2,38,200911
2,112,200911
2,40,200911
2,107,200911
2,14,200911
2,19,200911
2,32,200911
2,4,200911
2,53,200911
2,274,200911
2,13,200911
2,60,200911
2,133,200911
2,28,200911
2,54,200911
2,26,200911
2,346,200911
2,12,200911
2,1147,200911
2,59,200911
2,29,200911
2,48,200911
2,100,200911
2,80,200911
2,157,200911
2,1169,200911
2,27,200911
2,124,200911
2,96,200911
2,154,200911
2,72,200911
2,25,200911
2,108,200911
2,18,200911
2,135,200911
2,31,200911
2,10,200911
2,137,200911
3,69,200911
3,311,200911
3,51,200911
3,4,200911
4,16,200911
4,222,200911
4,51,200911
4,427,200911
4,154,200911
4,160,200911
4,109,200911
4,127,200911
4,69,200911
4,136,200911
4,112,200911
4,843,200911
4,11,200911
4,29,200911
4,810,200911
4,110,200911
4,1070,200911
4,6,200911
4,5,200911
4,113,200911
4,139,200911
4,80,200911
4,180,200911
4,20,200911
4,19,200911
4,100,200911
4,149,200911
4,165,200911
4,32,200911
4,115,200911
4,108,200911
4,161,200911
4,12,200911
4,28,200911
4,31,200911
4,40,200911
4,133,200911
4,54,200911
4,633,200911
4,22,200911
4,544,200911
4,741,200911
4,60,200911
4,35,200911
4,137,200911
4,99,200911
4,305,200911
4,17,200911
4,14,200911
4,119,200911
4,1,200911
4,64,200911
4,13,200911
4,48,200911
4,18,200911
4,107,200911
4,83,200911
4,9,200911
4,2,200911
4,128,200911
4,27,200911
4,0,200911
