i,j,t
0,35,200505
0,96,200505
0,25,200505
0,188,200505
0,393,200505
0,135,200505
0,433,200505
0,180,200505
0,165,200505
0,335,200505
0,512,200505
0,97,200505
0,137,200505
0,157,200505
0,19,200505
0,274,200505
0,160,200505
0,118,200505
0,143,200505
0,2,200505
0,20,200505
0,99,200505
0,117,200505
0,64,200505
0,16,200505
0,6,200505
0,181,200505
0,11,200505
0,320,200505
0,155,200505
0,38,200505
0,1,200505
0,13,200505
0,113,200505
0,126,200505
0,47,200505
0,86,200505
0,164,200505
0,52,200505
0,29,200505
0,53,200505
0,79,200505
0,142,200505
0,18,200505
0,134,200505
0,136,200505
0,27,200505
0,85,200505
0,9,200505
0,10,200505
0,23,200505
0,116,200505
0,28,200505
0,51,200505
0,152,200505
0,26,200505
0,102,200505
0,133,200505
0,54,200505
0,112,200505
0,120,200505
0,21,200505
0,4,200505
0,154,200505
0,146,200505
0,77,200505
0,83,200505
0,100,200505
0,40,200505
0,17,200505
0,5,200505
0,60,200505
0,14,200505
0,48,200505
0,80,200505
0,31,200505
0,32,200505
0,108,200505
0,59,200505
0,46,200505
0,92,200505
1,21,200505
1,209,200505
1,139,200505
1,28,200505
1,137,200505
1,92,200505
1,22,200505
1,143,200505
1,37,200505
1,77,200505
1,154,200505
1,433,200505
1,19,200505
1,5,200505
1,150,200505
1,112,200505
1,784,200505
1,27,200505
1,53,200505
1,10,200505
1,120,200505
1,96,200505
1,136,200505
1,160,200505
1,23,200505
1,146,200505
1,135,200505
1,175,200505
1,32,200505
1,85,200505
1,165,200505
1,2,200505
1,48,200505
1,13,200505
1,102,200505
1,60,200505
1,36,200505
1,83,200505
1,14,200505
1,108,200505
1,133,200505
1,64,200505
1,320,200505
1,303,200505
1,6,200505
1,26,200505
1,20,200505
1,99,200505
1,894,200505
1,376,200505
1,9,200505
1,52,200505
1,54,200505
1,210,200505
1,274,200505
1,1355,200505
1,97,200505
1,536,200505
1,35,200505
1,0,200505
1,180,200505
1,941,200505
1,38,200505
1,161,200505
1,157,200505
1,223,200505
1,61,200505
1,345,200505
1,100,200505
1,17,200505
1,155,200505
1,149,200505
1,116,200505
1,299,200505
1,183,200505
1,395,200505
1,119,200505
1,69,200505
1,115,200505
1,130,200505
1,107,200505
1,4,200505
1,80,200505
1,30,200505
1,11,200505
1,70,200505
1,25,200505
1,184,200505
1,261,200505
1,7,200505
1,34,200505
1,110,200505
1,33,200505
1,16,200505
1,124,200505
1,81,200505
1,142,200505
1,906,200505
1,51,200505
1,89,200505
1,40,200505
1,132,200505
1,12,200505
1,113,200505
1,18,200505
1,211,200505
1,59,200505
1,213,200505
1,189,200505
1,72,200505
1,121,200505
1,31,200505
1,46,200505
1,29,200505
2,339,200505
2,143,200505
2,99,200505
2,25,200505
2,93,200505
2,19,200505
2,83,200505
2,14,200505
2,165,200505
2,4,200505
2,160,200505
2,552,200505
2,906,200505
2,31,200505
2,77,200505
2,137,200505
2,85,200505
2,87,200505
2,16,200505
2,220,200505
2,433,200505
2,64,200505
2,133,200505
2,26,200505
2,102,200505
2,17,200505
2,20,200505
2,29,200505
2,82,200505
2,108,200505
2,6,200505
2,120,200505
2,21,200505
2,150,200505
2,112,200505
2,94,200505
2,211,200505
2,111,200505
2,22,200505
2,189,200505
2,11,200505
2,36,200505
2,32,200505
2,129,200505
2,9,200505
2,80,200505
2,136,200505
2,28,200505
2,13,200505
2,52,200505
2,1,200505
2,183,200505
2,34,200505
2,48,200505
2,213,200505
2,45,200505
2,155,200505
2,248,200505
2,40,200505
2,107,200505
2,53,200505
2,247,200505
2,180,200505
2,119,200505
2,1169,200505
2,100,200505
2,149,200505
2,154,200505
2,27,200505
2,113,200505
2,23,200505
2,5,200505
2,115,200505
2,135,200505
2,72,200505
2,0,200505
2,10,200505
2,146,200505
2,60,200505
2,97,200505
2,18,200505
2,92,200505
2,274,200505
3,807,200505
3,311,200505
3,69,200505
3,30,200505
3,183,200505
3,51,200505
4,160,200505
4,69,200505
4,5,200505
4,17,200505
4,24,200505
4,51,200505
4,62,200505
4,843,200505
4,222,200505
4,109,200505
4,1070,200505
4,18,200505
4,427,200505
4,305,200505
4,53,200505
4,137,200505
4,59,200505
4,110,200505
4,227,200505
4,175,200505
4,127,200505
4,72,200505
4,155,200505
4,99,200505
4,16,200505
4,52,200505
4,113,200505
4,77,200505
4,80,200505
4,1424,200505
4,27,200505
4,165,200505
4,26,200505
4,0,200505
4,54,200505
4,248,200505
4,161,200505
4,6,200505
4,48,200505
4,136,200505
4,58,200505
4,14,200505
4,108,200505
4,119,200505
4,32,200505
4,22,200505
4,346,200505
4,60,200505
4,28,200505
4,102,200505
4,761,200505
4,633,200505
4,133,200505
4,866,200505
4,128,200505
4,85,200505
