i,j,t
0,21,201207
0,133,201207
0,552,201207
0,945,201207
0,160,201207
0,143,201207
0,101,201207
0,139,201207
0,320,201207
0,52,201207
0,155,201207
0,117,201207
0,135,201207
0,22,201207
0,19,201207
0,96,201207
0,83,201207
0,40,201207
0,29,201207
0,81,201207
0,175,201207
0,4,201207
0,77,201207
0,6,201207
0,45,201207
0,64,201207
0,55,201207
0,38,201207
0,16,201207
0,107,201207
0,652,201207
0,2,201207
0,165,201207
0,28,201207
0,9,201207
0,142,201207
0,134,201207
0,1147,201207
0,32,201207
0,11,201207
0,89,201207
0,120,201207
0,10,201207
0,124,201207
0,119,201207
0,26,201207
0,18,201207
0,59,201207
0,149,201207
0,180,201207
0,20,201207
0,25,201207
0,115,201207
0,102,201207
0,46,201207
0,27,201207
0,5,201207
0,85,201207
0,146,201207
0,14,201207
0,13,201207
0,99,201207
0,154,201207
0,80,201207
0,17,201207
0,1,201207
0,136,201207
0,48,201207
0,31,201207
0,108,201207
0,60,201207
0,35,201207
0,97,201207
0,274,201207
0,137,201207
0,92,201207
1,209,201207
1,784,201207
1,1236,201207
1,17,201207
1,77,201207
1,121,201207
1,160,201207
1,5,201207
1,28,201207
1,96,201207
1,10,201207
1,23,201207
1,143,201207
1,146,201207
1,653,201207
1,941,201207
1,136,201207
1,99,201207
1,9,201207
1,157,201207
1,894,201207
1,97,201207
1,180,201207
1,133,201207
1,730,201207
1,116,201207
1,35,201207
1,32,201207
1,196,201207
1,76,201207
1,34,201207
1,19,201207
1,26,201207
1,132,201207
1,85,201207
1,119,201207
1,81,201207
1,27,201207
1,20,201207
1,108,201207
1,25,201207
1,135,201207
1,536,201207
1,72,201207
1,115,201207
1,120,201207
1,154,201207
1,299,201207
1,124,201207
1,261,201207
1,52,201207
1,1355,201207
1,93,201207
1,906,201207
1,102,201207
1,83,201207
1,100,201207
1,155,201207
1,113,201207
1,211,201207
1,22,201207
1,150,201207
1,165,201207
1,54,201207
1,130,201207
1,183,201207
1,80,201207
1,0,201207
1,2,201207
1,60,201207
1,51,201207
1,64,201207
1,70,201207
1,53,201207
1,12,201207
1,142,201207
1,13,201207
1,107,201207
1,59,201207
1,37,201207
1,11,201207
1,110,201207
1,48,201207
1,69,201207
1,16,201207
1,8,201207
1,274,201207
1,243,201207
1,189,201207
1,18,201207
1,89,201207
1,40,201207
1,213,201207
1,6,201207
1,29,201207
1,31,201207
1,7,201207
1,14,201207
1,92,201207
1,112,201207
1,4,201207
1,21,201207
1,137,201207
1,46,201207
2,282,201207
2,354,201207
2,552,201207
2,385,201207
2,165,201207
2,339,201207
2,160,201207
2,137,201207
2,138,201207
2,143,201207
2,157,201207
2,4,201207
2,92,201207
2,1,201207
2,5,201207
2,167,201207
2,100,201207
2,112,201207
2,16,201207
2,28,201207
2,108,201207
2,906,201207
2,40,201207
2,97,201207
2,247,201207
2,274,201207
2,25,201207
