i,j,t
0,96,200110
0,512,200110
0,48,200110
0,77,200110
0,157,200110
0,118,200110
0,18,200110
0,5,200110
0,12,200110
0,22,200110
0,32,200110
0,4,200110
0,85,200110
0,64,200110
0,113,200110
0,40,200110
0,112,200110
0,161,200110
0,135,200110
0,116,200110
0,54,200110
0,31,200110
0,149,200110
0,6,200110
0,115,200110
0,126,200110
0,23,200110
0,51,200110
0,20,200110
0,26,200110
0,27,200110
0,38,200110
0,156,200110
0,137,200110
0,11,200110
0,134,200110
0,146,200110
0,195,200110
0,119,200110
0,2,200110
0,165,200110
0,28,200110
0,124,200110
0,72,200110
0,13,200110
0,36,200110
0,136,200110
0,17,200110
0,21,200110
0,14,200110
0,143,200110
0,100,200110
0,16,200110
0,1,200110
0,59,200110
0,10,200110
0,29,200110
0,97,200110
0,19,200110
0,160,200110
0,35,200110
0,108,200110
0,80,200110
0,60,200110
0,154,200110
0,46,200110
0,274,200110
0,92,200110
0,25,200110
1,96,200110
1,137,200110
1,6,200110
1,10,200110
1,17,200110
1,27,200110
1,398,200110
1,23,200110
1,19,200110
1,143,200110
1,155,200110
1,26,200110
1,60,200110
1,34,200110
1,120,200110
1,40,200110
1,248,200110
1,108,200110
1,161,200110
1,72,200110
1,129,200110
1,28,200110
1,110,200110
1,14,200110
1,18,200110
1,69,200110
1,29,200110
1,33,200110
1,80,200110
1,11,200110
1,97,200110
1,51,200110
1,36,200110
1,53,200110
1,13,200110
1,16,200110
1,48,200110
1,83,200110
1,52,200110
1,132,200110
1,22,200110
1,157,200110
1,116,200110
1,100,200110
1,89,200110
1,7,200110
1,115,200110
1,32,200110
1,183,200110
1,35,200110
1,160,200110
1,59,200110
1,124,200110
1,64,200110
1,0,200110
1,81,200110
1,119,200110
1,46,200110
1,77,200110
1,112,200110
1,142,200110
1,54,200110
1,12,200110
1,107,200110
1,154,200110
1,31,200110
1,121,200110
1,2,200110
1,102,200110
1,113,200110
1,165,200110
1,9,200110
1,136,200110
1,85,200110
1,4,200110
1,135,200110
1,133,200110
1,146,200110
1,20,200110
1,92,200110
1,21,200110
1,25,200110
1,5,200110
2,96,200110
2,14,200110
2,137,200110
2,165,200110
2,93,200110
2,25,200110
2,77,200110
2,26,200110
2,27,200110
2,176,200110
2,36,200110
2,138,200110
2,143,200110
2,11,200110
2,53,200110
2,112,200110
2,5,200110
2,20,200110
2,29,200110
2,59,200110
2,0,200110
2,117,200110
2,154,200110
2,1,200110
2,139,200110
2,51,200110
2,99,200110
2,19,200110
2,23,200110
2,35,200110
2,22,200110
2,9,200110
2,183,200110
2,16,200110
2,108,200110
2,64,200110
2,113,200110
2,129,200110
2,21,200110
2,60,200110
2,80,200110
2,248,200110
2,136,200110
2,100,200110
2,107,200110
2,83,200110
2,149,200110
2,85,200110
2,17,200110
2,52,200110
2,142,200110
2,124,200110
2,155,200110
2,48,200110
2,72,200110
