i,j,t
0,419,200403
0,143,200403
0,433,200403
0,85,200403
0,137,200403
0,160,200403
0,521,200403
0,339,200403
0,159,200403
0,65,200403
0,77,200403
0,157,200403
0,31,200403
0,83,200403
0,72,200403
0,23,200403
0,97,200403
0,188,200403
0,118,200403
0,142,200403
0,100,200403
0,180,200403
0,29,200403
0,28,200403
0,4,200403
0,1,200403
0,6,200403
0,78,200403
0,107,200403
0,21,200403
0,102,200403
0,110,200403
0,9,200403
0,16,200403
0,2,200403
0,17,200403
0,10,200403
0,154,200403
0,247,200403
0,5,200403
0,52,200403
0,120,200403
0,60,200403
0,35,200403
0,115,200403
0,74,200403
0,59,200403
0,136,200403
0,14,200403
0,40,200403
0,51,200403
0,27,200403
0,13,200403
0,38,200403
0,32,200403
0,176,200403
0,18,200403
0,54,200403
0,116,200403
0,113,200403
0,99,200403
0,53,200403
0,393,200403
0,132,200403
0,122,200403
0,119,200403
0,20,200403
0,15,200403
0,165,200403
0,112,200403
0,124,200403
0,131,200403
0,26,200403
0,19,200403
0,25,200403
0,197,200403
0,36,200403
0,96,200403
0,146,200403
0,64,200403
0,135,200403
0,48,200403
0,80,200403
0,108,200403
0,46,200403
0,274,200403
0,92,200403
1,209,200403
1,60,200403
1,23,200403
1,27,200403
1,99,200403
1,10,200403
1,37,200403
1,6,200403
1,11,200403
1,24,200403
1,175,200403
1,5,200403
1,534,200403
1,132,200403
1,77,200403
1,96,200403
1,51,200403
1,146,200403
1,143,200403
1,13,200403
1,35,200403
1,40,200403
1,150,200403
1,154,200403
1,375,200403
1,137,200403
1,433,200403
1,28,200403
1,22,200403
1,165,200403
1,62,200403
1,112,200403
1,160,200403
1,17,200403
1,784,200403
1,4,200403
1,20,200403
1,18,200403
1,129,200403
1,250,200403
1,268,200403
1,97,200403
1,345,200403
1,0,200403
1,139,200403
1,108,200403
1,750,200403
1,184,200403
1,36,200403
1,136,200403
1,26,200403
1,135,200403
1,64,200403
1,1088,200403
1,2,200403
1,133,200403
1,52,200403
1,274,200403
1,333,200403
1,299,200403
1,92,200403
1,14,200403
1,48,200403
1,85,200403
1,9,200403
1,31,200403
1,155,200403
1,213,200403
1,1355,200403
1,530,200403
1,248,200403
1,211,200403
1,126,200403
1,34,200403
1,69,200403
1,189,200403
1,941,200403
1,536,200403
1,183,200403
1,102,200403
1,16,200403
1,376,200403
1,12,200403
1,395,200403
1,303,200403
1,116,200403
1,19,200403
1,157,200403
1,89,200403
1,115,200403
1,7,200403
1,100,200403
1,33,200403
1,113,200403
1,53,200403
1,25,200403
1,121,200403
1,130,200403
1,80,200403
1,261,200403
1,906,200403
1,30,200403
1,70,200403
1,119,200403
1,124,200403
1,81,200403
1,54,200403
1,142,200403
1,59,200403
1,83,200403
1,32,200403
1,107,200403
1,72,200403
1,46,200403
1,21,200403
1,29,200403
2,339,200403
2,143,200403
2,282,200403
2,160,200403
2,165,200403
2,137,200403
2,154,200403
2,433,200403
2,25,200403
2,39,200403
2,136,200403
2,108,200403
2,97,200403
2,552,200403
2,9,200403
2,66,200403
2,85,200403
2,93,200403
2,483,200403
2,59,200403
2,36,200403
2,23,200403
2,211,200403
2,13,200403
2,139,200403
2,341,200403
2,72,200403
2,18,200403
2,153,200403
2,46,200403
2,0,200403
2,181,200403
2,120,200403
2,906,200403
2,1,200403
2,21,200403
2,17,200403
2,51,200403
2,81,200403
2,20,200403
2,183,200403
2,157,200403
2,22,200403
2,96,200403
2,274,200403
2,6,200403
2,4,200403
2,26,200403
2,60,200403
2,102,200403
2,107,200403
2,53,200403
2,266,200403
2,12,200403
2,52,200403
2,32,200403
2,27,200403
2,35,200403
2,113,200403
2,99,200403
2,149,200403
2,28,200403
2,346,200403
2,142,200403
2,116,200403
2,5,200403
2,48,200403
2,54,200403
2,135,200403
2,124,200403
2,10,200403
2,146,200403
2,16,200403
2,31,200403
2,14,200403
2,29,200403
2,92,200403
3,311,200403
3,807,200403
3,69,200403
3,223,200403
3,4,200403
4,427,200403
4,160,200403
4,127,200403
4,40,200403
4,51,200403
4,29,200403
4,35,200403
4,6,200403
4,136,200403
4,137,200403
4,97,200403
4,112,200403
4,19,200403
4,60,200403
4,843,200403
4,175,200403
4,17,200403
4,12,200403
4,46,200403
4,13,200403
4,18,200403
4,154,200403
4,109,200403
4,110,200403
4,159,200403
4,26,200403
4,810,200403
4,48,200403
4,10,200403
4,5,200403
4,20,200403
4,1,200403
4,139,200403
4,99,200403
4,577,200403
4,62,200403
4,222,200403
4,146,200403
4,36,200403
4,84,200403
4,85,200403
4,0,200403
4,108,200403
4,124,200403
4,32,200403
4,69,200403
4,107,200403
4,149,200403
4,25,200403
4,98,200403
4,83,200403
4,81,200403
4,2,200403
4,80,200403
4,77,200403
4,305,200403
4,275,200403
4,129,200403
4,248,200403
4,28,200403
4,633,200403
4,119,200403
4,59,200403
4,128,200403
4,31,200403
4,22,200403
4,14,200403
4,866,200403
4,306,200403
4,3,200403
4,165,200403
4,761,200403
4,49,200403
4,238,200403
4,228,200403
4,346,200403
4,92,200403
4,88,200403
4,177,200403
4,105,200403
4,268,200403
4,11,200403
4,301,200403
4,23,200403
4,317,200403
4,184,200403
4,189,200403
4,300,200403
4,150,200403
4,223,200403
4,27,200403
4,16,200403
4,89,200403
4,86,200403
4,30,200403
4,164,200403
4,96,200403
4,311,200403
4,214,200403
4,33,200403
4,50,200403
4,64,200403
4,121,200403
4,183,200403
4,135,200403
4,7,200403
4,21,200403
4,196,200403
4,133,200403
4,213,200403
4,113,200403
5,28,200403
5,138,200403
5,18,200403
5,17,200403
5,4,200403
5,19,200403
5,110,200403
5,89,200403
5,1,200403
5,23,200403
5,93,200403
5,6,200403
5,150,200403
5,69,200403
5,433,200403
5,129,200403
5,143,200403
5,77,200403
5,112,200403
5,1121,200403
5,51,200403
5,261,200403
5,817,200403
5,39,200403
5,764,200403
5,84,200403
5,11,200403
5,107,200403
5,53,200403
5,552,200403
5,137,200403
5,20,200403
5,136,200403
5,29,200403
5,10,200403
5,160,200403
5,25,200403
5,46,200403
5,180,200403
5,21,200403
5,248,200403
5,32,200403
5,14,200403
5,354,200403
5,2,200403
5,135,200403
5,132,200403
5,213,200403
5,85,200403
5,52,200403
5,102,200403
5,35,200403
5,26,200403
5,72,200403
5,227,200403
5,155,200403
5,165,200403
5,12,200403
5,90,200403
5,13,200403
5,64,200403
5,83,200403
5,9,200403
5,108,200403
5,81,200403
5,48,200403
5,149,200403
